task,ep,frames,dur_s,fps,frac_loco,frac_mani,frac_concurrent,conc_given_motion,teleop_lag_ms,track_rmse_rad,grasp_cycles
pick_and_place_apple,episode_0045_20260526_190053,347,11.54,29.98,0.0087,0.5318,0.0087,0.0163,80.0,0.1165,1
pick_and_place_apple,episode_0045_20260526_194152,357,11.86,30.02,0.0927,0.6798,0.0899,0.1317,60.0,0.1181,1
pick_and_place_apple,episode_0045_20260526_202331,295,9.8,30.0,0.0238,0.534,0.017,0.0314,80.0,0.0981,1
pick_and_place_apple,episode_0046_20260526_190113,409,13.6,30.0,0.0711,0.5931,0.0588,0.0972,160.0,0.1034,1
pick_and_place_apple,episode_0046_20260526_194223,320,10.64,29.98,0.069,0.5956,0.069,0.1158,160.0,0.0977,1
pick_and_place_apple,episode_0046_20260526_202347,266,8.84,29.98,0.0226,0.5585,0.0151,0.0267,40.0,0.1059,1
pick_and_place_apple,episode_0047_20260526_190134,323,10.72,30.04,0.0155,0.528,0.0155,0.0294,100.0,0.1038,1
pick_and_place_apple,episode_0047_20260526_194240,299,9.94,29.98,0.0973,0.6275,0.0705,0.1077,40.0,0.1206,1
pick_and_place_apple,episode_0047_20260526_202402,261,8.68,29.95,0.0192,0.6462,0.0192,0.0298,40.0,0.1075,1
pick_and_place_apple,episode_0048_20260526_190153,323,10.74,29.98,0.0093,0.5342,0.0062,0.0116,80.0,0.1103,1
pick_and_place_apple,episode_0048_20260526_194301,310,10.3,30.0,0.0971,0.6893,0.0615,0.0848,40.0,0.1212,1
pick_and_place_apple,episode_0048_20260526_202415,244,8.1,30.0,0.0247,0.6132,0.0247,0.0403,100.0,0.115,1
pick_and_place_apple,episode_0049_20260526_190346,299,9.92,30.04,0.0805,0.5839,0.0805,0.1379,40.0,0.1138,1
pick_and_place_apple,episode_0049_20260526_202428,229,7.58,30.08,0.0219,0.7368,0.0219,0.0298,120.0,0.11,1
pick_and_place_apple,episode_0050_20260526_190423,328,10.9,30.0,0.0428,0.526,0.0306,0.0568,40.0,0.1102,1
pick_and_place_apple,episode_0050_20260526_194344,326,10.84,29.98,0.0246,0.5385,0.0246,0.0457,40.0,0.1081,1
pick_and_place_apple,episode_0051_20260526_190441,304,10.1,30.0,0.0297,0.5479,0.0264,0.0479,80.0,0.1239,1
pick_and_place_apple,episode_0052_20260526_190502,318,10.56,30.02,0.0221,0.5205,0.0189,0.0361,40.0,0.1178,1
pick_and_place_apple,episode_0052_20260526_202508,265,8.8,30.0,0.0227,0.5265,0.0227,0.0432,80.0,0.1061,1
pick_and_place_apple,episode_0053_20260526_190531,311,10.32,30.04,0.0194,0.5097,0.0161,0.0314,120.0,0.1158,1
pick_and_place_apple,episode_0053_20260526_194505,338,11.24,29.98,0.0415,0.549,0.0267,0.0474,0.0,0.1048,1
pick_and_place_apple,episode_0053_20260526_202522,258,8.58,29.95,0.0272,0.5486,0.0233,0.0423,40.0,0.1129,1
pick_and_place_apple,episode_0054_20260526_190550,279,9.26,30.02,0.0216,0.5504,0.018,0.0325,40.0,0.1076,1
pick_and_place_apple,episode_0054_20260526_194523,319,10.6,30.0,0.0283,0.5723,0.0283,0.0495,40.0,0.1118,1
pick_and_place_apple,episode_0054_20260526_202537,252,8.36,30.02,0.0239,0.6255,0.0199,0.0316,40.0,0.1147,1
pick_and_place_apple,episode_0055_20260526_194541,284,9.42,30.04,0.0212,0.5795,0.0212,0.0366,100.0,0.0974,1
pick_and_place_apple,episode_0055_20260526_202551,268,8.9,30.0,0.0375,0.6554,0.0337,0.0511,40.0,0.115,1
pick_and_place_apple,episode_0056_20260526_194602,264,8.76,30.02,0.076,0.6692,0.038,0.0538,120.0,0.1084,1
pick_and_place_apple,episode_0056_20260526_202606,267,8.88,29.95,0.0301,0.5451,0.0301,0.0552,159.9,0.1061,1
pick_and_place_apple,episode_0057_20260526_194623,293,9.72,30.04,0.0616,0.661,0.0445,0.0657,80.0,0.1017,1
pick_and_place_apple,episode_0057_20260526_202620,270,8.96,30.02,0.026,0.5985,0.026,0.0435,20.0,0.1164,1
pick_and_place_apple,episode_0058_20260526_190658,337,11.2,30.0,0.0119,0.6131,0.0089,0.0145,80.0,0.1037,1
pick_and_place_apple,episode_0058_20260526_194713,282,9.36,30.02,0.0356,0.6512,0.0356,0.0546,160.0,0.1144,1
pick_and_place_apple,episode_0058_20260526_202633,258,8.58,29.95,0.0078,0.5798,0.0078,0.0134,40.0,0.1076,1
pick_and_place_apple,episode_0059_20260526_190728,290,9.62,30.04,0.0173,0.609,0.0173,0.0284,120.0,0.115,1
pick_and_place_apple,episode_0059_20260526_194729,308,10.22,30.04,0.0521,0.557,0.0228,0.0389,120.0,0.0967,1
pick_and_place_apple,episode_0059_20260526_202647,253,8.4,30.0,0.0278,0.6905,0.0278,0.0402,20.0,0.114,1
pick_and_place_apple,episode_0060_20260526_190747,280,9.3,30.0,0.0323,0.6416,0.0215,0.033,80.0,0.0973,1
pick_and_place_apple,episode_0060_20260526_202701,285,9.46,30.02,0.0282,0.6127,0.0246,0.04,119.9,0.1192,1
pick_and_place_apple,episode_0061_20260526_190804,270,8.98,29.96,0.0372,0.6691,0.0335,0.0497,40.0,0.1015,1
pick_and_place_apple,episode_0061_20260526_194811,301,9.98,30.06,0.0167,0.5767,0.0133,0.023,120.0,0.0997,1
pick_and_place_apple,episode_0061_20260526_202715,277,9.2,30.0,0.0254,0.6051,0.0254,0.0419,99.9,0.118,1
pick_and_place_apple,episode_0062_20260526_190819,312,10.38,29.96,0.0322,0.6431,0.0289,0.0448,120.0,0.1096,1
pick_and_place_apple,episode_0062_20260526_194839,285,9.46,30.02,0.0282,0.6761,0.0246,0.0363,120.0,0.1131,1
pick_and_place_apple,episode_0062_20260526_202729,252,8.36,30.02,0.0558,0.6215,0.0518,0.0828,79.9,0.1112,1
pick_and_place_apple,episode_0063_20260526_190837,298,9.88,30.06,0.0303,0.5791,0.0269,0.0462,119.9,0.1114,1
pick_and_place_apple,episode_0063_20260526_194858,276,9.16,30.02,0.0255,0.5745,0.0255,0.0443,80.0,0.1077,1
pick_and_place_apple,episode_0063_20260526_202744,267,8.86,30.02,0.0188,0.6541,0.0188,0.0287,80.0,0.1117,1
pick_and_place_apple,episode_0064_20260526_190854,324,10.78,29.96,0.0464,0.5666,0.0372,0.0645,80.0,0.1124,1
pick_and_place_apple,episode_0064_20260526_194914,290,9.64,29.98,0.0138,0.5675,0.0138,0.0244,80.0,0.1152,1
pick_and_place_apple,episode_0065_20260526_190916,290,9.62,30.04,0.0208,0.5813,0.0173,0.0296,120.0,0.1084,1
pick_and_place_apple,episode_0065_20260526_194931,360,11.96,30.02,0.0362,0.6685,0.0362,0.0542,80.0,0.107,1
pick_and_place_apple,episode_0066_20260526_190932,279,9.26,30.02,0.0468,0.6007,0.0396,0.0651,100.0,0.1078,1
pick_and_place_apple,episode_0066_20260526_194950,313,10.4,30.0,0.0833,0.6635,0.0481,0.0688,80.0,0.1056,1
pick_and_place_apple,episode_0067_20260526_190947,276,9.16,30.02,0.04,0.6691,0.04,0.0598,120.0,0.1046,1
pick_and_place_apple,episode_0067_20260526_195024,300,9.96,30.02,0.0167,0.5753,0.0167,0.0291,40.0,0.0853,1
pick_and_place_apple,episode_0068_20260526_191004,274,9.1,30.0,0.0476,0.641,0.0403,0.0621,80.0,0.1033,1
pick_and_place_apple,episode_0068_20260526_195042,296,9.82,30.04,0.1085,0.6847,0.0644,0.0884,80.0,0.1072,1
pick_and_place_apple,episode_0069_20260526_191021,304,10.1,30.0,0.0429,0.604,0.0363,0.0595,119.9,0.111,1
pick_and_place_apple,episode_0070_20260526_191037,298,9.9,30.0,0.0505,0.596,0.0438,0.0726,80.0,0.1134,1
pick_and_place_apple,episode_0071_20260526_191119,280,9.3,30.0,0.0287,0.6201,0.0287,0.0462,120.0,0.1146,1
pick_and_place_apple,episode_0071_20260526_195142,287,9.52,30.04,0.0105,0.5524,0.0105,0.019,120.0,0.1072,1
pick_and_place_apple,episode_0072_20260526_195206,270,8.96,30.02,0.1004,0.6431,0.0706,0.105,80.0,0.1083,1
pick_and_place_apple,episode_0073_20260526_191145,298,9.9,30.0,0.037,0.5892,0.0303,0.0508,120.0,0.1055,1
pick_and_place_apple,episode_0073_20260526_195225,299,9.94,29.98,0.0604,0.6812,0.0503,0.0728,40.0,0.1054,1
pick_and_place_apple,episode_0074_20260526_191203,289,9.6,30.0,0.0139,0.5764,0.0139,0.0241,80.0,0.1197,1
pick_and_place_apple,episode_0074_20260526_195241,266,8.82,30.05,0.034,0.7132,0.0302,0.0421,40.0,0.1034,1
pick_and_place_apple,episode_0075_20260526_195256,273,9.08,29.96,0.0074,0.5919,0.0074,0.0124,160.0,0.0954,1
pick_and_place_apple,episode_0076_20260526_191233,346,11.5,30.0,0.0667,0.487,0.0551,0.1105,160.0,0.1051,1
pick_and_place_apple,episode_0076_20260526_195311,273,9.06,30.02,0.0221,0.5993,0.0221,0.0368,80.0,0.0999,1
pick_and_place_apple,episode_0077_20260526_191251,288,9.58,29.96,0.0557,0.5958,0.0557,0.0936,199.9,0.1193,1
pick_and_place_apple,episode_0077_20260526_195329,310,10.3,30.0,0.0647,0.6375,0.0388,0.0585,40.0,0.1064,0
pick_and_place_apple,episode_0078_20260526_191310,295,9.8,30.0,0.0306,0.5714,0.0272,0.0473,120.0,0.1162,1
pick_and_place_apple,episode_0078_20260526_195347,274,9.1,30.0,0.011,0.6667,0.011,0.0165,40.0,0.0969,1
pick_and_place_apple,episode_0079_20260526_191332,278,9.24,29.98,0.0361,0.6101,0.0289,0.0468,40.0,0.1134,1
pick_and_place_apple,episode_0079_20260526_195403,255,8.48,29.95,0.0197,0.689,0.0197,0.0286,40.0,0.0906,1
pick_and_place_apple,episode_0080_20260526_191349,307,10.2,30.0,0.0621,0.6275,0.0556,0.0876,100.0,0.1078,1
pick_and_place_apple,episode_0080_20260526_195420,293,9.74,29.98,0.0377,0.6096,0.0377,0.0618,80.0,0.114,1
pick_and_place_apple,episode_0081_20260526_191405,140,4.62,30.09,0.0,0.0288,0.0,0.0,-339.9,0.0832,1
pick_and_place_apple,episode_0081_20260526_195437,369,12.26,30.02,0.0245,0.4674,0.019,0.0402,40.0,0.1173,1
pick_and_place_apple,episode_0082_20260526_191419,234,7.76,30.03,0.0258,0.0515,0.0043,0.0588,0.0,0.1098,2
pick_and_place_apple,episode_0082_20260526_195456,294,9.76,30.02,0.0307,0.6655,0.0239,0.0355,60.0,0.1225,1
pick_and_place_apple,episode_0083_20260526_191437,943,31.4,30.0,0.1741,0.1571,0.052,0.1863,419.9,0.102,1
pick_and_place_apple,episode_0083_20260526_195513,268,8.9,30.0,0.0375,0.603,0.0337,0.0556,20.0,0.1101,1
pick_and_place_apple,episode_0084_20260526_195529,288,9.58,29.96,0.0209,0.6446,0.0209,0.0324,100.0,0.1175,1
pick_and_place_apple,episode_0085_20260526_195545,327,10.88,29.96,0.0031,0.5491,0.0031,0.0056,220.0,0.1011,1
pick_and_place_apple,episode_0086_20260526_195602,283,9.4,30.0,0.0071,0.5674,0.0071,0.0125,40.0,0.1075,1
pick_and_place_apple,episode_0087_20260526_195618,278,9.24,29.98,0.0144,0.6895,0.0144,0.0209,40.0,0.1001,1
pick_and_place_apple,episode_0088_20260526_195634,300,9.98,29.96,0.0401,0.5652,0.0368,0.0647,120.0,0.1075,1
pick_and_place_apple,episode_0089_20260526_195649,281,9.34,29.98,0.0143,0.6643,0.0107,0.016,40.0,0.1003,1
push_chair,episode_0000_20260611_161421,808,26.9,30.0,0.2776,0.5192,0.1747,0.2809,160.0,0.1803,1
push_chair,episode_0000_20260611_171158,784,26.1,30.0,0.3078,0.507,0.2018,0.3292,100.0,0.1503,1
push_chair,episode_0000_20260611_200107,675,22.46,30.01,0.2522,0.543,0.1884,0.3105,0.0,0.146,1
push_chair,episode_0000_20260611_211127,1032,34.36,30.01,0.1901,0.4132,0.1542,0.3434,140.0,0.1794,1
push_chair,episode_0000_20260611_220222,809,26.94,29.99,0.323,0.5767,0.2624,0.4117,40.0,0.2,1
push_chair,episode_0000_20260611_225045,783,26.08,29.98,0.2072,0.4015,0.1317,0.2761,40.0,0.1273,1
push_chair,episode_0001_20260611_171303,742,24.7,30.0,0.2551,0.5115,0.1943,0.3396,79.9,0.1521,1
push_chair,episode_0001_20260611_175426,560,18.64,29.99,0.3059,0.5098,0.2254,0.3818,0.0,0.1378,1
push_chair,episode_0001_20260611_200155,748,24.9,30.0,0.3052,0.5863,0.2544,0.3992,80.0,0.1536,1
push_chair,episode_0001_20260611_211231,835,27.8,30.0,0.2854,0.524,0.2422,0.4271,60.0,0.1556,1
push_chair,episode_0001_20260611_220307,887,29.54,29.99,0.2889,0.5824,0.2494,0.4011,100.0,0.1745,1
push_chair,episode_0001_20260611_225129,653,21.72,30.02,0.2883,0.4785,0.227,0.4205,0.0,0.1514,1
push_chair,episode_0001_20260612_132845,626,20.82,30.02,0.272,0.4608,0.1936,0.3591,80.0,0.1237,1
push_chair,episode_0002_20260611_160038,611,20.34,29.99,0.2934,0.5459,0.2525,0.4302,80.0,0.1582,1
push_chair,episode_0002_20260611_161548,947,31.52,30.01,0.1966,0.3774,0.1268,0.2837,200.0,0.1535,1
push_chair,episode_0002_20260611_163405,680,22.62,30.02,0.2931,0.4728,0.2194,0.4016,0.0,0.1641,1
push_chair,episode_0002_20260611_171353,719,23.94,29.99,0.2437,0.5613,0.1978,0.3257,60.0,0.1662,1
push_chair,episode_0002_20260611_175504,641,21.34,29.99,0.2594,0.55,0.2156,0.3632,40.0,0.1377,1
push_chair,episode_0002_20260611_200241,671,22.32,30.02,0.3806,0.6,0.2985,0.4376,40.0,0.1736,1
push_chair,episode_0002_20260611_211318,826,27.5,30.0,0.3564,0.6024,0.3115,0.4813,0.0,0.1823,1
push_chair,episode_0002_20260611_220354,905,30.14,29.99,0.3551,0.5553,0.2942,0.4776,0.0,0.1917,1
push_chair,episode_0002_20260612_132923,647,21.52,30.02,0.2492,0.4536,0.209,0.4232,160.0,0.1266,1
push_chair,episode_0003_20260611_160132,746,24.84,29.99,0.2228,0.4403,0.1584,0.3138,120.0,0.1256,1
push_chair,episode_0003_20260611_161655,781,26.0,30.0,0.2731,0.5205,0.2026,0.3427,20.0,0.1498,1
push_chair,episode_0003_20260611_163452,702,23.36,30.01,0.2611,0.5221,0.1755,0.2887,0.0,0.1448,1
push_chair,episode_0003_20260611_171447,657,21.88,29.98,0.2515,0.6021,0.1799,0.267,20.0,0.1728,1
push_chair,episode_0003_20260611_175547,748,24.9,30.0,0.2222,0.5087,0.2021,0.3823,0.0,0.1718,1
push_chair,episode_0003_20260611_200326,741,24.66,30.01,0.3203,0.5703,0.2622,0.4172,0.0,0.1663,1
push_chair,episode_0003_20260611_220438,825,27.46,30.01,0.3932,0.6165,0.3507,0.5322,80.0,0.1969,1
push_chair,episode_0003_20260612_133004,603,20.06,30.01,0.2674,0.4485,0.1811,0.3385,160.0,0.1108,1
push_chair,episode_0004_20260611_171533,772,25.7,30.0,0.2101,0.5292,0.1673,0.2925,0.0,0.1605,1
push_chair,episode_0004_20260611_200421,696,23.18,29.98,0.3309,0.5899,0.2906,0.4612,60.0,0.1418,1
push_chair,episode_0004_20260611_211506,790,26.3,30.0,0.2953,0.5133,0.2738,0.5118,0.0,0.1579,1
push_chair,episode_0004_20260611_220533,844,28.1,30.0,0.3227,0.5445,0.2491,0.4031,140.0,0.1697,1
push_chair,episode_0004_20260611_225318,598,19.9,30.0,0.268,0.5611,0.1826,0.2824,240.0,0.2299,1
push_chair,episode_0004_20260612_133039,560,18.62,30.02,0.3166,0.542,0.2451,0.3994,160.0,0.1362,1
push_chair,episode_0005_20260611_160244,809,26.94,29.99,0.2104,0.4839,0.1374,0.2467,120.0,0.1477,1
push_chair,episode_0005_20260611_163601,826,27.5,30.0,0.2594,0.3855,0.1297,0.2518,80.0,0.1521,1
push_chair,episode_0005_20260611_171630,708,23.56,30.01,0.2631,0.5191,0.2136,0.3756,0.0,0.159,1
push_chair,episode_0005_20260611_175730,670,22.3,30.0,0.2182,0.5441,0.1809,0.3111,0.0,0.1433,1
push_chair,episode_0005_20260611_200503,784,26.1,30.0,0.3091,0.5977,0.2784,0.4431,40.0,0.1737,1
push_chair,episode_0005_20260611_211552,780,25.98,29.98,0.2734,0.5777,0.2452,0.4047,120.0,0.1793,1
push_chair,episode_0005_20260611_225414,617,20.54,29.99,0.2581,0.4383,0.1851,0.3619,0.0,0.1168,1
push_chair,episode_0005_20260612_133114,579,19.26,30.01,0.2595,0.4585,0.1851,0.3474,120.0,0.1251,1
push_chair,episode_0006_20260611_163653,845,28.12,30.01,0.2429,0.5249,0.1363,0.2158,80.0,0.1558,1
push_chair,episode_0006_20260611_171708,701,23.34,29.99,0.2557,0.4829,0.1629,0.2829,0.0,0.1573,1
push_chair,episode_0006_20260611_200548,706,23.5,30.0,0.3035,0.6227,0.2667,0.4043,60.0,0.1842,1
push_chair,episode_0006_20260611_211639,915,30.46,30.01,0.3239,0.6127,0.2888,0.4459,60.0,0.1772,1
push_chair,episode_0006_20260611_220702,682,22.7,30.0,0.3275,0.533,0.2349,0.3756,60.0,0.173,1
push_chair,episode_0006_20260611_225454,590,19.64,29.99,0.3107,0.5246,0.2547,0.4386,40.0,0.1381,1
push_chair,episode_0007_20260611_163745,815,27.14,29.99,0.2936,0.4975,0.215,0.3731,0.0,0.1374,1
push_chair,episode_0007_20260611_175837,647,21.52,30.02,0.2307,0.5372,0.1827,0.3122,40.0,0.1505,1
push_chair,episode_0007_20260611_200654,807,26.88,29.98,0.2506,0.4801,0.1935,0.3603,60.0,0.1598,1
push_chair,episode_0007_20260611_220744,833,27.74,29.99,0.262,0.5312,0.2151,0.3721,0.0,0.1438,1
push_chair,episode_0007_20260611_225548,853,28.4,30.0,0.338,0.4472,0.2465,0.4575,0.0,0.247,1
push_chair,episode_0007_20260612_133212,628,20.9,30.0,0.244,0.4434,0.177,0.3469,0.0,0.1263,1
push_chair,episode_0008_20260611_163834,876,29.16,30.01,0.2926,0.5371,0.224,0.3698,0.0,0.1542,1
push_chair,episode_0008_20260611_171820,660,21.96,30.01,0.2367,0.5554,0.1563,0.2458,80.0,0.1409,1
push_chair,episode_0008_20260611_175914,802,26.7,30.0,0.2385,0.598,0.2097,0.3347,160.0,0.1651,1
push_chair,episode_0008_20260611_200746,772,25.7,30.0,0.297,0.5629,0.2425,0.3929,100.0,0.1515,1
push_chair,episode_0008_20260611_211813,814,27.1,30.0,0.3223,0.5314,0.2817,0.4925,0.0,0.1821,1
push_chair,episode_0008_20260611_220828,883,29.4,30.0,0.2993,0.5045,0.212,0.3582,0.0,0.1575,1
push_chair,episode_0008_20260611_225639,634,21.1,30.0,0.2449,0.4423,0.1896,0.381,40.0,0.153,1
push_chair,episode_0008_20260612_133254,669,22.26,30.01,0.2635,0.4551,0.2365,0.4907,160.0,0.1171,1
push_chair,episode_0009_20260611_163928,732,24.36,30.01,0.2982,0.5677,0.2408,0.3851,0.0,0.1528,1
push_chair,episode_0009_20260611_175956,851,28.34,29.99,0.24,0.6047,0.2118,0.3346,60.0,0.2139,1
push_chair,episode_0009_20260611_200832,696,23.16,30.01,0.3496,0.6691,0.3065,0.4303,40.0,0.172,1
push_chair,episode_0009_20260611_211907,899,29.92,30.01,0.294,0.5145,0.245,0.4348,60.0,0.1574,1
push_chair,episode_0009_20260611_220912,584,19.44,29.99,0.3242,0.5575,0.2453,0.3854,20.0,0.1598,1
push_chair,episode_0009_20260611_225750,515,17.12,30.02,0.3911,0.5642,0.2802,0.415,0.0,0.1523,1
push_chair,episode_0010_20260611_200927,861,28.66,30.01,0.2942,0.5907,0.2593,0.4145,180.0,0.1627,1
push_chair,episode_0010_20260611_220952,577,19.2,30.0,0.2969,0.526,0.2708,0.4906,60.0,0.146,1
push_chair,episode_0010_20260611_225824,544,18.1,30.0,0.3315,0.5746,0.2523,0.3859,0.0,0.1485,1
push_chair,episode_0010_20260612_133410,617,20.54,29.99,0.2305,0.5179,0.1721,0.2986,20.0,0.1214,1
push_chair,episode_0011_20260611_164117,787,26.2,30.0,0.2506,0.5318,0.1896,0.3197,40.0,0.1573,1
push_chair,episode_0011_20260611_180139,652,21.7,30.0,0.2673,0.619,0.2273,0.345,40.0,0.163,1
push_chair,episode_0011_20260611_201028,842,28.04,29.99,0.3092,0.6254,0.2533,0.3717,160.0,0.1665,1
push_chair,episode_0011_20260611_225907,651,21.66,30.01,0.1938,0.4908,0.1585,0.3012,0.0,0.1775,1
push_chair,episode_0012_20260611_172125,640,21.3,30.0,0.2739,0.5947,0.2222,0.3438,80.0,0.1524,1
push_chair,episode_0012_20260611_201118,752,25.02,30.02,0.2929,0.5726,0.2477,0.4009,0.0,0.1623,1
push_chair,episode_0012_20260611_212059,779,25.92,30.02,0.3059,0.5913,0.2506,0.3877,0.0,0.1611,1
push_chair,episode_0012_20260611_221049,585,19.46,30.01,0.2877,0.5411,0.2226,0.3672,80.0,0.1477,1
push_chair,episode_0012_20260611_230000,583,19.4,30.0,0.2784,0.5309,0.2234,0.3812,100.0,0.1596,1
push_chair,episode_0012_20260612_133506,607,20.2,30.0,0.2607,0.4769,0.1931,0.3545,20.0,0.1377,1
push_chair,episode_0013_20260611_164239,765,25.46,30.01,0.2723,0.5929,0.2264,0.3545,120.0,0.1563,1
push_chair,episode_0013_20260611_180236,532,17.7,30.0,0.307,0.6347,0.2768,0.4164,0.0,0.147,1
push_chair,episode_0013_20260611_201208,623,20.74,29.99,0.3183,0.5338,0.2749,0.4763,0.0,0.1247,1
push_chair,episode_0013_20260611_212151,861,28.66,30.01,0.2953,0.5709,0.2372,0.3771,60.0,0.1746,1
push_chair,episode_0013_20260611_221130,625,20.8,30.0,0.2516,0.5144,0.1763,0.2989,120.0,0.1426,1
push_chair,episode_0013_20260611_230032,545,18.12,30.02,0.2776,0.5754,0.2408,0.3934,60.0,0.1332,1
push_chair,episode_0013_20260612_133549,105,3.46,30.06,0.0577,0.1346,0.0096,0.0526,40.0,0.1005,1
push_chair,episode_0014_20260611_172224,669,22.26,30.01,0.238,0.5419,0.1737,0.2864,139.9,0.1466,1
push_chair,episode_0014_20260611_180309,625,20.8,30.0,0.2372,0.6074,0.2051,0.3208,60.0,0.1549,1
push_chair,episode_0014_20260611_201249,765,25.46,30.01,0.2801,0.4804,0.2186,0.4034,0.0,0.1688,1
push_chair,episode_0014_20260611_221208,510,16.96,30.01,0.275,0.5501,0.2299,0.3861,120.0,0.1433,1
push_chair,episode_0014_20260611_230102,527,17.52,30.02,0.2757,0.6084,0.2471,0.3881,60.0,0.1575,1
push_chair,episode_0014_20260612_133604,660,21.96,30.01,0.2549,0.4841,0.2049,0.3835,60.0,0.1469,1
push_chair,episode_0015_20260611_164343,813,27.06,30.01,0.2635,0.5505,0.2032,0.3327,0.0,0.1333,1
push_chair,episode_0015_20260611_180348,622,20.7,30.0,0.2432,0.6248,0.2093,0.3178,40.0,0.1552,1
push_chair,episode_0015_20260611_201334,757,25.2,30.0,0.2288,0.5251,0.205,0.3735,160.0,0.1591,1
push_chair,episode_0015_20260611_212329,877,29.18,30.02,0.3322,0.5,0.2603,0.4551,119.9,0.1819,1
push_chair,episode_0015_20260611_221242,582,19.38,29.98,0.3339,0.5473,0.2754,0.4545,100.0,0.1217,1
push_chair,episode_0015_20260612_133644,555,18.46,30.01,0.2653,0.5343,0.2256,0.3931,160.0,0.1423,1
push_chair,episode_0016_20260611_164427,787,26.2,30.0,0.2214,0.5509,0.1667,0.2752,20.0,0.1415,1
push_chair,episode_0016_20260611_172333,692,23.04,29.99,0.3068,0.589,0.2504,0.3879,80.0,0.1627,1
push_chair,episode_0016_20260611_180441,533,17.74,29.99,0.2857,0.6673,0.2613,0.3777,160.0,0.1423,1
push_chair,episode_0016_20260611_201417,745,24.8,30.0,0.2352,0.539,0.2003,0.3489,0.0,0.1599,1
push_chair,episode_0016_20260611_212416,806,26.84,29.99,0.3031,0.5217,0.2261,0.3776,120.0,0.1688,1
push_chair,episode_0016_20260611_221324,666,22.16,30.01,0.2947,0.4872,0.212,0.372,80.0,0.1542,1
push_chair,episode_0017_20260611_164513,726,24.16,30.01,0.2566,0.5366,0.1945,0.3249,100.0,0.1364,1
push_chair,episode_0017_20260611_172415,792,26.38,29.98,0.2882,0.5651,0.2225,0.3527,40.0,0.15,1
push_chair,episode_0017_20260611_201503,767,25.54,29.99,0.2637,0.5783,0.2193,0.3522,0.0,0.1907,1
push_chair,episode_0017_20260611_212458,709,23.6,30.0,0.3969,0.6653,0.3489,0.4891,80.0,0.1736,1
push_chair,episode_0017_20260611_221400,550,18.3,30.0,0.3315,0.5464,0.2568,0.4135,80.0,0.1589,1
push_chair,episode_0017_20260612_133911,685,22.8,30.0,0.2529,0.4781,0.2018,0.3812,120.0,0.1324,1
push_chair,episode_0018_20260611_164559,727,24.2,30.0,0.2479,0.5207,0.1873,0.3223,0.0,0.1358,1
push_chair,episode_0018_20260611_172503,679,22.58,30.03,0.2596,0.587,0.205,0.3195,199.9,0.1448,1
push_chair,episode_0018_20260611_180621,618,20.58,29.98,0.2771,0.5575,0.2172,0.3517,0.0,0.1501,1
push_chair,episode_0018_20260611_201552,847,28.2,30.0,0.266,0.5626,0.2364,0.3992,140.0,0.1483,1
push_chair,episode_0018_20260611_212544,697,23.2,30.0,0.3132,0.5144,0.2213,0.3649,80.0,0.1462,1
push_chair,episode_0018_20260612_133954,684,22.78,29.98,0.1903,0.2635,0.0717,0.1877,140.0,0.1209,1
push_chair,episode_0019_20260611_164642,720,23.98,29.98,0.2712,0.5605,0.2058,0.3289,159.9,0.1352,1
push_chair,episode_0019_20260611_172551,640,21.3,30.0,0.3114,0.6307,0.266,0.3935,100.0,0.1376,1
push_chair,episode_0019_20260611_212625,845,28.12,30.01,0.3152,0.564,0.2547,0.408,80.0,0.1647,1
push_chair,episode_0019_20260611_221458,479,15.94,29.99,0.341,0.5397,0.2364,0.3669,100.0,0.1355,1
push_chair,episode_0019_20260612_134050,719,23.94,29.99,0.266,0.4401,0.1685,0.3135,180.0,0.1483,1
push_chair,episode_0020_20260611_164722,751,25.0,30.0,0.2693,0.596,0.2133,0.3272,0.0,0.1551,1
push_chair,episode_0020_20260611_172630,653,21.72,30.02,0.2469,0.5445,0.1687,0.2709,0.0,0.1202,1
push_chair,episode_0020_20260611_180729,736,24.5,30.0,0.2136,0.5238,0.1619,0.2813,0.0,0.1486,1
push_chair,episode_0020_20260611_212715,804,26.78,29.99,0.32,0.5978,0.259,0.3932,119.9,0.195,1
push_chair,episode_0020_20260611_230419,764,25.44,29.99,0.2687,0.5072,0.2149,0.3832,0.0,0.2162,1
push_chair,episode_0020_20260612_134131,702,23.36,30.01,0.2183,0.4793,0.1655,0.311,220.0,0.1342,1
push_chair,episode_0021_20260611_172714,680,22.64,29.99,0.2386,0.5758,0.1605,0.2455,119.9,0.1576,1
push_chair,episode_0021_20260611_180814,813,27.06,30.01,0.2894,0.5887,0.2303,0.3555,220.0,0.1566,1
push_chair,episode_0021_20260611_201927,819,27.26,30.01,0.2787,0.5648,0.2262,0.3663,60.0,0.1529,1
push_chair,episode_0021_20260611_212801,774,25.78,29.98,0.3415,0.5602,0.2975,0.4925,40.0,0.1614,1
push_chair,episode_0021_20260611_230458,701,23.34,29.99,0.2643,0.5157,0.1943,0.3317,360.0,0.2381,1
push_chair,episode_0021_20260612_134214,680,22.62,30.02,0.2798,0.539,0.2209,0.3695,0.0,0.1278,1
push_chair,episode_0022_20260611_172759,657,21.86,30.01,0.2774,0.6128,0.2302,0.3487,60.0,0.1489,1
push_chair,episode_0022_20260611_180910,826,27.5,30.0,0.3115,0.5467,0.2497,0.4104,60.0,0.1573,1
