task,ep,frames,dur_s,fps,frac_loco,frac_mani,frac_concurrent,conc_given_motion,teleop_lag_ms,track_rmse_rad,grasp_cycles
retrieve_from_the_upper_fridge,episode_0045_20260623_141924,1692,56.38,29.99,0.0639,0.4435,0.0497,0.1085,240.0,0.1144,1
retrieve_from_the_upper_fridge,episode_0045_20260623_192958,1545,51.46,30.0,0.0492,0.5065,0.0415,0.0806,240.0,0.1126,1
retrieve_from_the_upper_fridge,episode_0046_20260622_201958,1447,48.2,30.0,0.1189,0.4993,0.0885,0.1671,200.0,0.1089,1
retrieve_from_the_upper_fridge,episode_0046_20260623_142040,1600,53.3,30.0,0.0675,0.4553,0.0513,0.1088,180.0,0.1008,1
retrieve_from_the_upper_fridge,episode_0046_20260623_193107,1560,51.96,30.0,0.0436,0.4875,0.0366,0.0739,220.0,0.1221,1
retrieve_from_the_upper_fridge,episode_0047_20260622_202104,1417,47.18,30.01,0.149,0.5162,0.1172,0.2139,200.0,0.1056,1
retrieve_from_the_upper_fridge,episode_0047_20260623_142148,1468,48.9,30.0,0.0695,0.4635,0.0491,0.1014,240.0,0.0956,1
retrieve_from_the_upper_fridge,episode_0047_20260623_193217,1632,54.36,30.0,0.054,0.4972,0.0399,0.0779,240.0,0.1168,1
retrieve_from_the_upper_fridge,episode_0048_20260622_202201,1554,51.78,29.99,0.15,0.492,0.1165,0.2218,260.0,0.1074,1
retrieve_from_the_upper_fridge,episode_0048_20260623_142251,1530,50.98,29.99,0.0844,0.4604,0.0615,0.1272,220.0,0.1116,1
retrieve_from_the_upper_fridge,episode_0048_20260623_193328,1509,50.26,30.0,0.0504,0.4662,0.0424,0.0895,220.0,0.0963,1
retrieve_from_the_upper_fridge,episode_0049_20260622_202304,1482,49.36,30.0,0.1384,0.5192,0.104,0.1878,180.0,0.1108,1
retrieve_from_the_upper_fridge,episode_0049_20260623_142400,1447,48.2,30.0,0.0726,0.5277,0.0615,0.1142,240.0,0.1032,1
retrieve_from_the_upper_fridge,episode_0049_20260623_193434,1566,52.16,30.0,0.0524,0.4869,0.0428,0.0862,220.0,0.0966,1
retrieve_from_the_upper_fridge,episode_0050_20260622_202418,1356,45.18,29.99,0.1446,0.5432,0.1144,0.1995,240.0,0.1144,1
retrieve_from_the_upper_fridge,episode_0050_20260623_142503,1524,50.76,30.0,0.0611,0.4819,0.0506,0.1027,240.0,0.1035,1
retrieve_from_the_upper_fridge,episode_0050_20260623_193542,1497,49.86,30.0,0.0635,0.508,0.0434,0.0823,220.0,0.1119,1
retrieve_from_the_upper_fridge,episode_0051_20260622_202516,1521,50.66,30.0,0.125,0.4717,0.0967,0.1934,220.0,0.1201,1
retrieve_from_the_upper_fridge,episode_0051_20260623_142609,1613,53.72,30.01,0.0633,0.4318,0.0552,0.1255,220.0,0.1074,1
retrieve_from_the_upper_fridge,episode_0051_20260623_193657,1471,49.0,30.0,0.0469,0.4918,0.0388,0.0776,200.0,0.0997,1
retrieve_from_the_upper_fridge,episode_0052_20260622_202632,1354,45.1,30.0,0.1338,0.5122,0.1064,0.1973,220.0,0.111,1
retrieve_from_the_upper_fridge,episode_0052_20260623_142724,1518,50.56,30.0,0.0633,0.4766,0.0481,0.0979,180.0,0.1127,1
retrieve_from_the_upper_fridge,episode_0052_20260623_193801,1501,50.0,30.0,0.0647,0.516,0.056,0.1067,220.0,0.1126,1
retrieve_from_the_upper_fridge,episode_0053_20260623_142836,1391,46.34,30.0,0.0835,0.495,0.0576,0.1105,200.0,0.1048,1
retrieve_from_the_upper_fridge,episode_0054_20260622_202929,1388,46.22,30.01,0.1204,0.5169,0.0959,0.1771,200.0,0.1179,1
retrieve_from_the_upper_fridge,episode_0054_20260623_142943,1476,49.16,30.0,0.0746,0.4712,0.0556,0.1134,240.0,0.1089,1
retrieve_from_the_upper_fridge,episode_0054_20260623_193920,1499,49.94,30.0,0.0654,0.5601,0.0547,0.0959,220.0,0.1153,1
retrieve_from_the_upper_fridge,episode_0055_20260622_203029,1456,48.5,30.0,0.1162,0.4838,0.088,0.1718,200.0,0.1066,1
retrieve_from_the_upper_fridge,episode_0055_20260623_143051,1402,46.7,30.0,0.0728,0.5118,0.0557,0.1053,180.0,0.102,1
retrieve_from_the_upper_fridge,episode_0056_20260622_203130,1535,51.14,30.0,0.1076,0.4635,0.0906,0.1886,280.0,0.1115,1
retrieve_from_the_upper_fridge,episode_0056_20260623_143154,1463,48.74,30.0,0.093,0.5109,0.0746,0.1408,240.0,0.1059,1
retrieve_from_the_upper_fridge,episode_0056_20260623_194130,1515,50.46,30.0,0.0575,0.4868,0.0423,0.0842,220.0,0.1086,1
retrieve_from_the_upper_fridge,episode_0057_20260622_203236,1445,48.14,30.0,0.1468,0.4889,0.1101,0.2095,260.0,0.1174,1
retrieve_from_the_upper_fridge,episode_0057_20260623_143256,1343,44.72,30.01,0.0835,0.5507,0.0686,0.1212,180.0,0.1186,1
retrieve_from_the_upper_fridge,episode_0058_20260622_203337,1316,43.84,30.0,0.1293,0.5323,0.1034,0.1853,200.0,0.114,1
retrieve_from_the_upper_fridge,episode_0058_20260623_143356,1364,45.44,30.0,0.0858,0.5077,0.0704,0.1346,240.0,0.1013,1
retrieve_from_the_upper_fridge,episode_0058_20260623_194321,1412,47.04,30.0,0.0709,0.5188,0.0595,0.1123,200.0,0.1228,1
retrieve_from_the_upper_fridge,episode_0059_20260622_203430,1540,51.3,30.0,0.104,0.4737,0.078,0.156,200.0,0.1159,1
retrieve_from_the_upper_fridge,episode_0059_20260623_143454,1408,46.9,30.0,0.0959,0.5046,0.0775,0.1481,180.0,0.1104,1
retrieve_from_the_upper_fridge,episode_0059_20260623_194420,1459,48.6,30.0,0.1111,0.5549,0.085,0.1464,240.0,0.1025,1
retrieve_from_the_upper_fridge,episode_0060_20260622_203536,1356,45.16,30.0,0.1122,0.5631,0.0863,0.1466,200.0,0.1223,1
retrieve_from_the_upper_fridge,episode_0060_20260623_143554,1525,50.8,30.0,0.0722,0.5144,0.0617,0.1175,180.0,0.1201,1
retrieve_from_the_upper_fridge,episode_0061_20260622_203634,1459,48.6,30.0,0.1235,0.4781,0.0898,0.1756,240.0,0.108,1
retrieve_from_the_upper_fridge,episode_0061_20260623_143704,1539,51.26,30.0,0.0754,0.4857,0.0598,0.1193,180.0,0.1118,1
retrieve_from_the_upper_fridge,episode_0061_20260623_194603,1561,52.0,30.0,0.0615,0.4987,0.0526,0.1035,220.0,0.1026,1
retrieve_from_the_upper_fridge,episode_0062_20260622_203734,1441,48.0,30.0,0.134,0.491,0.1083,0.2097,259.9,0.1081,1
retrieve_from_the_upper_fridge,episode_0062_20260623_143808,1602,53.36,30.0,0.0693,0.4585,0.0493,0.1031,220.0,0.0948,1
retrieve_from_the_upper_fridge,episode_0062_20260623_194709,1621,54.0,30.0,0.066,0.4623,0.0512,0.1074,240.0,0.1085,1
retrieve_from_the_upper_fridge,episode_0063_20260622_203844,1437,47.86,30.0,0.1288,0.4923,0.101,0.1941,220.0,0.1308,1
retrieve_from_the_upper_fridge,episode_0063_20260623_143914,1507,50.2,30.0,0.0664,0.4867,0.0551,0.1107,240.0,0.1012,1
retrieve_from_the_upper_fridge,episode_0064_20260622_203952,1445,48.14,30.0,0.1454,0.5187,0.117,0.2139,220.0,0.1147,1
retrieve_from_the_upper_fridge,episode_0064_20260623_144018,1475,49.14,30.0,0.0468,0.4844,0.0353,0.0711,220.0,0.111,1
retrieve_from_the_upper_fridge,episode_0065_20260622_204052,1411,47.0,30.0,0.1702,0.5532,0.1305,0.2201,240.0,0.1195,1
retrieve_from_the_upper_fridge,episode_0066_20260622_204150,1352,45.02,30.01,0.154,0.5529,0.1258,0.2166,220.0,0.116,1
retrieve_from_the_upper_fridge,episode_0067_20260622_204245,1343,44.74,30.0,0.1505,0.5432,0.1073,0.183,280.0,0.1156,1
retrieve_from_the_upper_fridge,episode_0068_20260622_204340,1406,46.84,30.0,0.1381,0.5181,0.1125,0.2068,240.0,0.1142,1
retrieve_from_the_upper_fridge,episode_0069_20260622_204439,1352,45.04,30.0,0.1495,0.5514,0.1184,0.2033,200.0,0.1103,1
retrieve_from_the_upper_fridge,episode_0070_20260622_204535,1244,41.44,30.0,0.1376,0.5817,0.0998,0.161,240.0,0.1219,1
wipe_table,episode_0000_20260522_212805,863,28.74,29.99,0.4165,0.8654,0.4084,0.4675,40.0,0.1228,1
wipe_table,episode_0000_20260522_224435,1024,34.1,30.0,0.436,0.8407,0.4252,0.4994,80.0,0.124,1
wipe_table,episode_0000_20260524_144549,865,28.8,30.0,0.3738,0.8102,0.3646,0.4449,40.0,0.1301,1
wipe_table,episode_0000_20260524_163040,746,24.82,30.02,0.4403,0.8805,0.4336,0.4887,0.0,0.1244,1
wipe_table,episode_0001_20260522_221248,793,26.4,30.0,0.553,0.9318,0.5455,0.5806,80.0,0.1472,1
wipe_table,episode_0001_20260522_224532,848,28.24,29.99,0.4616,0.8194,0.4404,0.5239,120.0,0.1297,1
wipe_table,episode_0001_20260523_171058,761,25.34,29.99,0.4526,0.8329,0.4263,0.4962,-20.0,0.121,1
wipe_table,episode_0001_20260524_144638,866,28.82,30.01,0.3723,0.8324,0.3665,0.4372,40.0,0.1235,1
wipe_table,episode_0001_20260524_163156,677,22.54,29.99,0.4749,0.8654,0.4675,0.5356,120.0,0.1223,1
wipe_table,episode_0002_20260522_221331,848,28.24,29.99,0.451,0.8418,0.4427,0.5208,80.0,0.1159,1
wipe_table,episode_0002_20260522_224623,942,31.36,30.01,0.4527,0.8587,0.4389,0.503,80.0,0.1303,1
wipe_table,episode_0002_20260523_171210,882,29.36,30.01,0.4154,0.7991,0.4075,0.5049,40.0,0.1217,1
wipe_table,episode_0003_20260522_221421,951,31.68,29.99,0.4758,0.8053,0.4684,0.5764,80.0,0.1385,1
wipe_table,episode_0003_20260522_224716,850,28.3,30.0,0.596,0.9223,0.5913,0.6379,80.0,0.1438,1
wipe_table,episode_0003_20260523_171323,630,20.96,30.01,0.4213,0.8394,0.4118,0.485,60.0,0.1128,1
wipe_table,episode_0003_20260524_144751,654,21.76,30.01,0.4303,0.9127,0.4288,0.469,120.0,0.1249,1
wipe_table,episode_0003_20260524_163318,767,25.52,30.02,0.6123,0.9373,0.5979,0.6283,80.0,0.1437,1
wipe_table,episode_0004_20260522_213057,763,25.4,30.0,0.4856,0.8885,0.4816,0.5397,160.0,0.1331,1
wipe_table,episode_0004_20260522_221510,945,31.46,30.01,0.4513,0.8358,0.4322,0.5056,179.9,0.1549,1
wipe_table,episode_0004_20260522_224811,834,27.76,30.01,0.4286,0.7743,0.3962,0.4911,80.0,0.144,1
wipe_table,episode_0004_20260523_171412,641,21.34,29.99,0.4469,0.8859,0.4375,0.4887,60.0,0.1198,1
wipe_table,episode_0004_20260524_144851,686,22.82,30.02,0.4321,0.9007,0.4117,0.4469,0.0,0.1087,1
wipe_table,episode_0005_20260522_213156,877,29.2,30.0,0.4429,0.8607,0.4372,0.5046,80.0,0.1245,1
wipe_table,episode_0005_20260522_221602,808,26.9,30.0,0.4164,0.834,0.4064,0.4816,220.0,0.145,1
wipe_table,episode_0005_20260522_224900,933,31.08,29.99,0.4388,0.809,0.4324,0.5303,200.0,0.1223,1
wipe_table,episode_0005_20260523_171453,715,23.8,30.0,0.3978,0.8263,0.3922,0.4714,120.0,0.1298,1
wipe_table,episode_0005_20260524_144938,757,25.2,30.0,0.3386,0.8095,0.3214,0.3888,0.0,0.1286,1
wipe_table,episode_0006_20260522_224953,942,31.36,30.01,0.5292,0.8948,0.5197,0.5746,180.0,0.1343,1
wipe_table,episode_0006_20260524_145031,699,23.26,30.01,0.3725,0.8166,0.3625,0.4385,40.0,0.1199,1
wipe_table,episode_0007_20260522_213405,757,25.2,30.0,0.4444,0.8743,0.4365,0.4948,80.0,0.1119,1
wipe_table,episode_0007_20260522_225042,1011,33.68,29.99,0.501,0.8475,0.4891,0.5691,120.0,0.1212,1
wipe_table,episode_0007_20260523_171607,772,25.7,30.0,0.3722,0.847,0.3567,0.4135,-20.0,0.1315,1
wipe_table,episode_0007_20260524_145129,692,23.04,29.99,0.4443,0.8654,0.424,0.4788,80.0,0.1324,1
wipe_table,episode_0008_20260522_213458,734,24.44,29.99,0.4625,0.8458,0.4407,0.5079,60.0,0.1247,1
wipe_table,episode_0008_20260522_225134,766,25.5,30.0,0.5895,0.8797,0.566,0.6266,120.0,0.1247,1
wipe_table,episode_0008_20260523_171659,819,27.26,30.01,0.4267,0.8178,0.4132,0.4971,319.9,0.1348,1
wipe_table,episode_0008_20260524_145210,690,22.98,29.98,0.4253,0.897,0.4238,0.4717,40.0,0.1438,1
wipe_table,episode_0009_20260522_213541,811,27.0,30.0,0.3926,0.8407,0.3901,0.4627,-40.0,0.1345,1
wipe_table,episode_0009_20260522_225216,854,28.44,29.99,0.5123,0.8417,0.4865,0.5608,160.0,0.1333,1
wipe_table,episode_0009_20260523_171752,814,27.1,30.0,0.4194,0.7847,0.3985,0.4947,80.0,0.1209,1
wipe_table,episode_0009_20260524_145255,590,19.62,30.02,0.4244,0.8642,0.4143,0.4738,80.0,0.1248,1
wipe_table,episode_0010_20260522_213630,772,25.7,30.0,0.4176,0.7873,0.4112,0.518,140.0,0.1257,1
wipe_table,episode_0010_20260522_225300,777,25.86,30.01,0.4072,0.8222,0.3995,0.4814,380.0,0.1174,1
wipe_table,episode_0010_20260523_171850,927,30.88,29.99,0.4179,0.8488,0.3985,0.459,40.0,0.1318,1
wipe_table,episode_0010_20260524_145335,612,20.36,30.01,0.4124,0.8134,0.401,0.4861,80.0,0.1332,1
wipe_table,episode_0011_20260522_213712,742,24.7,30.0,0.3684,0.8205,0.3671,0.4466,-20.0,0.1276,1
wipe_table,episode_0011_20260522_225342,836,27.82,30.01,0.5054,0.8491,0.4982,0.5818,240.0,0.1403,1
wipe_table,episode_0011_20260524_145414,711,23.68,29.98,0.4239,0.8648,0.4127,0.4711,40.0,0.1344,1
wipe_table,episode_0011_20260524_163917,638,21.22,30.02,0.4788,0.8744,0.471,0.5338,40.0,0.1277,1
wipe_table,episode_0012_20260522_213755,893,29.72,30.01,0.4283,0.8543,0.4238,0.4935,80.0,0.1322,1
wipe_table,episode_0012_20260522_225432,847,28.2,30.0,0.4539,0.8357,0.435,0.509,120.0,0.1159,1
wipe_table,episode_0012_20260523_172051,804,26.78,29.99,0.4334,0.8618,0.4197,0.4794,60.0,0.131,1
wipe_table,episode_0012_20260524_145502,730,24.3,30.0,0.3663,0.8395,0.3471,0.4042,40.0,0.1368,1
wipe_table,episode_0013_20260522_225518,754,25.1,30.0,0.4914,0.8446,0.4648,0.5335,180.0,0.1152,1
wipe_table,episode_0013_20260523_172213,773,25.72,30.02,0.4754,0.8744,0.4624,0.5212,60.0,0.1293,1
wipe_table,episode_0013_20260524_164042,766,25.5,30.0,0.4118,0.7987,0.4092,0.5106,40.0,0.1349,1
wipe_table,episode_0014_20260522_213910,833,27.72,30.01,0.4507,0.8401,0.4363,0.5105,40.0,0.1222,1
wipe_table,episode_0014_20260523_172312,705,23.46,30.01,0.419,0.8622,0.4091,0.4691,40.0,0.1423,1
wipe_table,episode_0014_20260524_145617,858,28.56,30.01,0.3921,0.8005,0.3746,0.4579,80.0,0.1273,1
wipe_table,episode_0015_20260522_213958,936,31.16,30.01,0.3754,0.7818,0.3583,0.4485,80.0,0.1192,1
wipe_table,episode_0015_20260522_225657,907,30.2,30.0,0.4448,0.7991,0.3974,0.4694,120.0,0.1131,1
wipe_table,episode_0015_20260523_172359,864,28.78,29.99,0.4253,0.7856,0.4206,0.5323,220.0,0.1342,1
wipe_table,episode_0015_20260524_145704,815,27.12,30.01,0.4103,0.8612,0.4029,0.4639,40.0,0.1456,1
wipe_table,episode_0015_20260524_164212,728,24.24,29.99,0.5089,0.8542,0.4869,0.5557,80.0,0.1414,1
wipe_table,episode_0016_20260522_214056,864,28.76,30.01,0.3986,0.7937,0.3963,0.4978,-100.0,0.1191,1
wipe_table,episode_0016_20260522_225751,776,25.82,30.02,0.4632,0.929,0.4452,0.47,40.0,0.1572,1
wipe_table,episode_0016_20260523_172507,661,22.0,30.0,0.5045,0.9182,0.5,0.5419,399.9,0.1422,1
wipe_table,episode_0016_20260524_145756,655,21.8,30.0,0.3914,0.8303,0.3838,0.458,0.0,0.1151,1
wipe_table,episode_0016_20260524_164257,706,23.5,30.0,0.4851,0.9021,0.4667,0.5069,0.0,0.1583,1
wipe_table,episode_0017_20260522_214212,892,29.7,30.0,0.5006,0.9125,0.4927,0.5354,260.0,0.1293,1
wipe_table,episode_0017_20260522_225836,836,27.84,29.99,0.5269,0.8719,0.5186,0.5891,220.0,0.1242,1
wipe_table,episode_0017_20260523_172550,774,25.76,30.01,0.4282,0.8538,0.4166,0.4813,60.0,0.1385,1
wipe_table,episode_0017_20260524_145839,652,21.7,30.0,0.3978,0.8664,0.3825,0.4338,60.0,0.1215,1
wipe_table,episode_0018_20260522_214302,837,27.86,30.01,0.4294,0.8541,0.4151,0.478,80.0,0.1264,1
wipe_table,episode_0018_20260522_225923,1018,33.9,30.0,0.5025,0.8309,0.4808,0.564,100.0,0.1217,1
wipe_table,episode_0018_20260523_172655,770,25.62,30.02,0.4395,0.8635,0.4304,0.4933,40.0,0.1283,1
wipe_table,episode_0018_20260524_164509,804,26.76,30.01,0.4558,0.8418,0.4496,0.5301,220.0,0.1418,1
wipe_table,episode_0019_20260522_214352,820,27.3,30.0,0.4457,0.8144,0.4383,0.5334,40.0,0.1289,1
wipe_table,episode_0019_20260523_172753,829,27.6,30.0,0.4275,0.8502,0.4118,0.4756,80.0,0.1478,1
wipe_table,episode_0019_20260524_150126,882,29.36,30.01,0.3848,0.8014,0.3768,0.4656,40.0,0.1337,1
wipe_table,episode_0019_20260524_164559,766,25.5,30.0,0.583,0.868,0.5529,0.6157,0.0,0.147,1
wipe_table,episode_0020_20260523_172846,603,20.08,29.98,0.407,0.8422,0.407,0.4832,80.0,0.1509,1
wipe_table,episode_0020_20260524_150221,793,26.4,30.0,0.3876,0.7967,0.3636,0.4431,40.0,0.1318,1
wipe_table,episode_0020_20260524_164645,684,22.76,30.01,0.5798,0.9224,0.5769,0.6234,80.0,0.1657,1
wipe_table,episode_0021_20260522_214456,760,25.3,30.0,0.3834,0.8314,0.3808,0.4566,80.0,0.1355,1
wipe_table,episode_0021_20260523_172924,659,21.94,29.99,0.4544,0.9058,0.4468,0.4892,479.9,0.1438,1
wipe_table,episode_0021_20260524_150317,825,27.46,30.01,0.3956,0.8216,0.3859,0.4642,100.0,0.1297,1
wipe_table,episode_0021_20260524_164724,658,21.9,30.0,0.583,0.9056,0.5738,0.6273,40.0,0.1453,1
wipe_table,episode_0022_20260522_214544,798,26.58,29.98,0.3864,0.7892,0.3614,0.4438,40.0,0.1449,1
wipe_table,episode_0022_20260523_173008,848,28.24,29.99,0.3955,0.7898,0.3802,0.4721,40.0,0.1346,1
wipe_table,episode_0022_20260524_150417,662,22.04,29.99,0.4297,0.8548,0.4266,0.4974,20.0,0.1229,1
wipe_table,episode_0023_20260522_214637,762,25.38,29.98,0.452,0.8725,0.4389,0.4955,80.0,0.1455,1
wipe_table,episode_0023_20260523_173104,645,21.46,30.01,0.472,0.8727,0.4658,0.53,240.0,0.1438,1
wipe_table,episode_0023_20260524_150505,716,23.82,30.02,0.4168,0.8545,0.4098,0.4756,40.0,0.1337,1
wipe_table,episode_0023_20260524_164856,592,19.7,30.0,0.5516,0.934,0.5398,0.5707,20.0,0.1782,1
wipe_table,episode_0024_20260522_214720,873,29.06,30.01,0.5275,0.8796,0.5161,0.5792,80.0,0.1539,1
wipe_table,episode_0024_20260523_173144,659,21.92,30.02,0.497,0.8997,0.4802,0.524,100.0,0.1526,1
wipe_table,episode_0024_20260524_150557,676,22.5,30.0,0.3926,0.8978,0.3822,0.4209,40.0,0.1279,1
wipe_table,episode_0024_20260524_164937,706,23.5,30.0,0.5631,0.9248,0.556,0.5967,60.0,0.1699,1
wipe_table,episode_0025_20260522_214809,774,25.76,30.01,0.5032,0.8616,0.4851,0.5515,80.0,0.1409,1
wipe_table,episode_0025_20260523_173237,695,23.12,30.02,0.4467,0.8516,0.4222,0.4819,60.0,0.1388,1
wipe_table,episode_0025_20260524_165021,674,22.42,30.02,0.5884,0.9331,0.5825,0.6203,120.0,0.1822,1
wipe_table,episode_0026_20260522_214855,949,31.6,30.0,0.4219,0.7764,0.4103,0.5207,80.0,0.1301,1
wipe_table,episode_0026_20260523_173319,681,22.66,30.01,0.4176,0.9074,0.4118,0.4509,80.0,0.1606,1
wipe_table,episode_0026_20260524_165101,566,18.82,30.02,0.5664,0.8973,0.5611,0.6216,40.0,0.1594,1
wipe_table,episode_0027_20260522_214947,740,24.64,29.99,0.4763,0.8742,0.4668,0.5283,0.0,0.1233,1
wipe_table,episode_0027_20260523_173356,673,22.4,30.0,0.3601,0.8557,0.3378,0.3847,40.0,0.1456,1
wipe_table,episode_0027_20260524_150831,633,21.06,30.01,0.4177,0.8671,0.4066,0.4631,0.0,0.13,1
wipe_table,episode_0028_20260522_215046,789,26.26,30.01,0.5038,0.8921,0.4886,0.5385,40.0,0.1328,1
wipe_table,episode_0028_20260524_150911,810,26.96,30.01,0.4129,0.8455,0.4104,0.484,100.0,0.121,1
wipe_table,episode_0029_20260522_215136,809,26.94,29.99,0.4913,0.9146,0.4876,0.531,60.0,0.1227,1
wipe_table,episode_0029_20260524_151005,624,20.76,30.01,0.4109,0.8716,0.3804,0.4217,40.0,0.137,1
wipe_table,episode_0030_20260522_215221,919,30.6,30.0,0.4542,0.89,0.4477,0.4994,80.0,0.1445,1
wipe_table,episode_0030_20260523_173647,626,20.84,29.99,0.4064,0.8432,0.4,0.4708,40.0,0.1521,1
wipe_table,episode_0030_20260524_151050,599,19.92,30.02,0.4331,0.9013,0.4281,0.4723,100.0,0.1244,1
wipe_table,episode_0030_20260524_165310,647,21.54,29.99,0.5093,0.8978,0.4954,0.5433,0.0,0.1551,1
wipe_table,episode_0031_20260522_215311,882,29.36,30.01,0.4677,0.8774,0.4608,0.5212,40.0,0.1331,1
wipe_table,episode_0031_20260523_173724,679,22.6,30.0,0.3673,0.8053,0.3481,0.4222,359.9,0.1534,1
wipe_table,episode_0031_20260524_151218,655,21.8,30.0,0.4144,0.9144,0.4052,0.4387,60.0,0.1262,1
wipe_table,episode_0031_20260524_165351,675,22.48,29.98,0.5252,0.9273,0.5193,0.5564,60.0,0.1724,1
wipe_table,episode_0032_20260523_173811,628,20.9,30.0,0.3541,0.8772,0.3461,0.391,80.0,0.158,1
wipe_table,episode_0032_20260524_151315,601,20.0,30.0,0.4017,0.8967,0.395,0.4373,60.0,0.1254,1
wipe_table,episode_0033_20260522_215448,896,29.84,29.99,0.4212,0.8257,0.4112,0.492,60.0,0.1382,1
wipe_table,episode_0033_20260524_151358,714,23.76,30.01,0.4404,0.9004,0.439,0.4868,140.0,0.1266,1
wipe_table,episode_0034_20260523_174108,614,20.42,30.02,0.4111,0.8711,0.398,0.4502,0.0,0.1163,1
wipe_table,episode_0034_20260524_151450,604,20.1,30.0,0.4395,0.8789,0.4295,0.4832,120.0,0.1284,1
wipe_table,episode_0035_20260523_174148,609,20.26,30.01,0.4359,0.8701,0.4128,0.4622,0.0,0.1357,1
wipe_table,episode_0035_20260524_151547,753,25.08,29.98,0.3963,0.7513,0.3644,0.4652,60.0,0.1263,1
wipe_table,episode_0035_20260524_165552,790,26.3,30.0,0.4651,0.8707,0.4461,0.5014,40.0,0.1421,1
wipe_table,episode_0036_20260524_151631,781,26.0,30.0,0.35,0.7538,0.341,0.4471,40.0,0.1226,1
wipe_table,episode_0037_20260523_174305,741,24.66,30.01,0.3757,0.7743,0.3459,0.4303,0.0,0.1381,1
wipe_table,episode_0037_20260524_151716,549,18.26,30.01,0.4453,0.9106,0.4398,0.4801,120.0,0.1264,1
wipe_table,episode_0037_20260524_165744,716,23.84,29.99,0.5636,0.9329,0.5594,0.597,80.0,0.137,1
wipe_table,episode_0038_20260523_174358,603,20.08,29.98,0.4219,0.8638,0.412,0.4715,0.0,0.1266,1
wipe_table,episode_0038_20260524_151759,661,22.0,30.0,0.3773,0.8212,0.3682,0.4434,80.0,0.1291,1
wipe_table,episode_0039_20260523_174451,697,23.2,30.0,0.4468,0.8506,0.4282,0.4926,120.0,0.1365,1
wipe_table,episode_0039_20260524_151845,571,19.0,30.0,0.507,0.9316,0.5018,0.5356,100.0,0.1399,1
wipe_table,episode_0039_20260524_165921,678,22.56,30.01,0.5495,0.9601,0.5421,0.5603,40.0,0.1498,1
wipe_table,episode_0040_20260523_174545,594,19.76,30.01,0.425,0.9191,0.4165,0.4491,120.0,0.1425,1
wipe_table,episode_0040_20260524_170005,585,19.46,30.01,0.5582,0.9366,0.5411,0.5673,60.0,0.1781,1
wipe_table,episode_0041_20260523_174627,671,22.34,29.99,0.4493,0.9149,0.4373,0.4718,60.0,0.1333,1
wipe_table,episode_0041_20260524_152052,627,20.88,29.98,0.361,0.8179,0.3419,0.4084,80.0,0.1275,1
wipe_table,episode_0041_20260524_170045,572,19.02,30.02,0.5902,0.9702,0.5867,0.6025,120.0,0.1564,1
wipe_table,episode_0042_20260523_174705,640,21.3,30.0,0.3959,0.8795,0.3897,0.4399,40.0,0.1424,1
wipe_table,episode_0042_20260524_152204,650,21.64,29.99,0.4653,0.8875,0.4515,0.5009,80.0,0.1242,1
wipe_table,episode_0043_20260524_152256,762,25.36,30.01,0.4783,0.8804,0.4625,0.5161,40.0,0.1493,1
wipe_table,episode_0043_20260524_170219,803,26.74,29.99,0.6072,0.9152,0.591,0.6345,120.0,0.1585,1
wipe_table,episode_0044_20260523_174848,685,22.8,30.0,0.3655,0.8377,0.3553,0.419,0.0,0.1317,1
wipe_table,episode_0044_20260524_152351,696,23.18,29.98,0.3885,0.8475,0.3727,0.4317,40.0,0.1472,1
wipe_table,episode_0044_20260524_170313,674,22.44,29.99,0.477,0.8306,0.4695,0.5603,80.0,0.1546,1
wipe_table,episode_0045_20260523_174930,632,21.04,29.99,0.4739,0.851,0.4469,0.509,60.0,0.1323,1
wipe_table,episode_0045_20260524_152445,763,25.4,30.0,0.4199,0.8281,0.4029,0.4767,80.0,0.1399,1
wipe_table,episode_0045_20260524_170413,733,24.4,30.0,0.5874,0.9536,0.571,0.5887,20.0,0.1801,1
wipe_table,episode_0046_20260523_175019,690,22.98,29.98,0.4296,0.8999,0.4136,0.4517,40.0,0.1329,1
wipe_table,episode_0047_20260523_175103,721,24.0,30.0,0.3528,0.8736,0.3347,0.3754,120.0,0.1383,1
wipe_table,episode_0047_20260524_170538,575,19.12,30.02,0.5314,0.9512,0.5296,0.5558,20.0,0.1627,1
wipe_table,episode_0048_20260523_175141,595,19.8,30.0,0.4882,0.8872,0.468,0.5158,-60.0,0.1359,1
wipe_table,episode_0048_20260524_152707,591,19.66,30.01,0.4475,0.8271,0.4339,0.5161,120.0,0.1471,1
wipe_table,episode_0049_20260523_175220,664,22.1,30.0,0.4163,0.8567,0.4012,0.4602,-20.0,0.1406,1
wipe_table,episode_0049_20260524_152811,680,22.64,29.99,0.3814,0.8527,0.3741,0.4349,140.0,0.1414,1
wipe_table,episode_0049_20260524_170800,570,18.96,30.01,0.5659,0.942,0.5448,0.5657,120.0,0.1611,1
wipe_table,episode_0050_20260524_170839,792,26.36,30.01,0.4956,0.914,0.4918,0.5358,20.0,0.148,1
wipe_table,episode_0052_20260523_175445,624,20.78,29.98,0.4735,0.9213,0.4575,0.488,120.0,0.1317,1
wipe_table,episode_0052_20260524_152958,768,25.58,29.98,0.4302,0.7901,0.4055,0.4976,479.9,0.1272,1
wipe_table,episode_0052_20260524_171007,653,21.74,29.99,0.5138,0.9494,0.5092,0.5338,160.0,0.1615,1
