frame,u_r,u_r_norm,motion,recon_mse,recon_psnr,high_residual
0,0.040885355323553085,40.885355323553085,0.001,0.0001035970271914266,39.84652757644653,0
1,0.04453989490866661,0.31344166829031556,0.14209946990013123,0.00011908257874893025,39.24151659011841,1
2,0.03698575124144554,0.1144674961830667,0.3231113851070404,0.00012428866466507316,39.055683612823486,0
3,0.03495123237371445,0.12952018494667641,0.2698516249656677,0.00012571619299706072,39.00608777999878,0
