magnitude,mean,ci_low,ci_high,n
0.2,0.0007245063122051457,0.0006365552544593811,0.0008612055098637938,3
1.0,0.0008183107517349223,0.0007681934512220323,0.0008733947761356831,3
1.5,0.000777570006903261,0.0005812036688439548,0.0011306442320346832,3
