magnitude,mean,ci_low,ci_high,n
0.2,0.00012551347511665276,8.04822047939524e-05,0.00016862239863257855,3
1.0,2.6750780913668375e-05,1.872796201496385e-05,4.012642602901906e-05,3
1.5,1.584035089763347e-05,8.321916538989171e-06,1.9622757463366725e-05,3
