magnitude,mean,ci_low,ci_high,n
0.0,0.002350090944673866,0.0014928766542288943,0.0032936581577814646,10
0.15,0.002375127491541207,0.0015398625098168852,0.003185174402897246,10
0.3,0.002813295862870291,0.0016933382756542418,0.0038831682759337123,10
