episode,len_s,right_reversals,right_dur,right_move_frac,right_rev_per_10s,right_slow_frac,right_jitter,right_speed_med,left_reversals,left_dur,left_move_frac,left_rev_per_10s,left_slow_frac,left_jitter,left_speed_med
293,9.08,0,9.08,1.0,0.0,0.16371681415929204,0.007658420872615745,0.15660275926869027,0,9.08,1.0,0.0,0.13274336283185842,0.007138998233862195,0.14565021771604672
294,9.24,0,9.24,1.0,0.0,0.06956521739130435,0.014030483439731543,0.2991972140621166,0,9.24,0.991304347826087,0.0,0.10869565217391304,0.012400767551155238,0.25641070094359747
295,8.68,0,8.68,0.9953703703703703,0.0,0.25925925925925924,0.0070654783668059945,0.10251836720838445,0,8.68,0.9953703703703703,0.0,0.19907407407407407,0.007914943372924609,0.13196695658561827
296,19.84,0,19.84,1.0,0.0,0.1393939393939394,0.004554890966904885,0.13231793511301593,0,19.84,0.9919191919191919,0.0,0.29292929292929293,0.005469732320320365,0.10812627004752555
297,9.36,0,9.36,1.0,0.0,0.13733905579399142,0.007164708221581763,0.14918528237308173,0,9.36,1.0,0.0,0.17167381974248927,0.006572175632028511,0.11901741494127141
298,12.36,0,12.36,0.8571428571428571,0.0,0.724025974025974,0.00521190866014484,0.03615460868007421,0,12.36,0.9512987012987013,0.0,0.44155844155844154,0.007104019267689228,0.07450878155119678
299,8.24,0,8.24,1.0,0.0,0.36097560975609755,0.0055356286541569655,0.07127904847373727,0,8.24,1.0,0.0,0.23414634146341465,0.0068138042706384705,0.13682389243700924
300,11.28,0,11.28,0.9928825622775801,0.0,0.3202846975088968,0.007800219645576749,0.10351815784694397,0,11.28,0.9786476868327402,0.0,0.2775800711743772,0.010224480875571408,0.14436247156731677
301,22.6,0,22.6,0.9716312056737588,0.0,0.2925531914893617,0.0086701119759653,0.09720715643464005,0,22.6,0.9627659574468085,0.0,0.475177304964539,0.007000022281196938,0.057009785086487734
302,12.52,0,12.52,0.9551282051282052,0.0,0.2403846153846154,0.01286603041024827,0.096596929410001,0,12.52,0.9487179487179487,0.0,0.2916666666666667,0.012681213768175565,0.09798008587013218
303,10.0,0,10.0,1.0,0.0,0.0963855421686747,0.012010743772669835,0.24145130311768617,0,10.0,1.0,0.0,0.11244979919678715,0.01202041208940262,0.28931460280832855
304,8.72,0,8.72,0.9769585253456221,0.0,0.24423963133640553,0.006144205847543525,0.15191357709431833,0,8.72,0.9953917050691244,0.0,0.10599078341013825,0.007037065912264867,0.1341556687049978
305,18.48,0,18.48,0.9718004338394793,0.0,0.18655097613882862,0.004293654857576903,0.15997241835102247,0,18.48,0.9783080260303688,0.0,0.2950108459869848,0.0053918267348793455,0.10534827729366344
306,8.24,0,8.24,0.9609756097560975,0.0,0.22439024390243903,0.006585305344709477,0.09517581875424613,0,8.24,1.0,0.0,0.23902439024390243,0.007863445633053174,0.11544413853420829
307,10.04,0,10.04,0.928,0.0,0.316,0.008834960734588492,0.15746352158006638,0,10.04,0.9,0.0,0.356,0.0063415283948991315,0.11302949602985461
308,24.56,0,24.56,0.9738988580750407,0.0,0.23164763458401305,0.006654326193884281,0.11620291330217557,0,24.56,0.9477977161500816,0.0,0.401305057096248,0.0055242641369919595,0.07987435525997089
309,8.0,0,8.0,1.0,0.0,0.07537688442211055,0.01747367058612056,0.2659845265135174,0,8.0,1.0,0.0,0.04522613065326633,0.01931710774547325,0.2745064929296062
310,28.72,0,28.72,0.806136680613668,0.0,0.42677824267782427,0.0068521478590724,0.08613280240268259,0,28.72,0.5829846582984658,0.0,0.6443514644351465,0.00665476183232845,0.08722967588098325
311,9.2,0,9.2,0.9912663755458515,0.0,0.1965065502183406,0.006322551058411765,0.2034822139853781,0,9.2,1.0,0.0,0.14410480349344978,0.007453412449347027,0.15637865199418577
312,13.92,0,13.92,0.9913544668587896,0.0,0.2968299711815562,0.011029800756896446,0.11170559461868793,0,13.92,0.9855907780979827,0.0,0.3314121037463977,0.009961334779081902,0.07171110455700572
313,8.64,0,8.64,0.9627906976744186,0.0,0.2651162790697674,0.006900141906583431,0.12933790972740103,0,8.64,0.9813953488372092,0.0,0.20930232558139536,0.007844172585733594,0.12128234764434996
314,11.36,0,11.36,0.9611307420494699,0.0,0.31802120141342755,0.00776617519770698,0.10464403629010843,0,11.36,0.9681978798586572,0.0,0.2862190812720848,0.008217573297160129,0.18250972256920078
315,14.0,0,14.0,0.833810888252149,0.0,0.6991404011461319,0.004446092212964184,0.03312495097496095,0,14.0,0.8997134670487106,0.0,0.47277936962750716,0.006285817485319002,0.07331642501607774
316,8.92,0,8.92,0.9819819819819819,0.0,0.17117117117117117,0.00821628628317984,0.20157117485619214,0,8.92,0.9954954954954955,0.0,0.23423423423423423,0.008070550189601778,0.1318923391001597
317,7.64,0,7.64,1.0,0.0,0.3368421052631579,0.005805874546852382,0.11929616108051387,0,7.64,1.0,0.0,0.21052631578947367,0.007154425953259196,0.14012555042814434
318,25.24,0,25.24,0.9873015873015873,0.0,0.25555555555555554,0.00803542982342986,0.08215658574031454,0,25.24,0.9666666666666667,0.0,0.44285714285714284,0.007059237342371209,0.06125535310592022
319,8.68,0,8.68,1.0,0.0,0.06944444444444445,0.014665105576690873,0.293188111122792,0,8.68,1.0,0.0,0.037037037037037035,0.013696714709086219,0.2459088751275103
320,9.04,0,9.04,0.9555555555555556,0.0,0.29777777777777775,0.011744447922244036,0.17698217996514565,0,9.04,0.96,0.0,0.3244444444444444,0.009446204442062785,0.11205568765645031
321,12.52,0,12.52,0.9519230769230769,0.0,0.4326923076923077,0.006823578407259806,0.07279199476401729,0,12.52,0.9198717948717948,0.0,0.7115384615384616,0.0043361210992370215,0.02927020807828362
322,28.88,0,28.88,0.7905686546463245,0.0,0.5034674063800277,0.00703224702288556,0.06672429780632971,0,28.88,0.6574202496532594,0.0,0.7170596393897365,0.007117401872777708,0.033213013409320785
323,9.32,0,9.32,0.9870689655172413,0.0,0.22844827586206898,0.006021173462951446,0.15520943504928797,0,9.32,1.0,0.0,0.19827586206896552,0.006566288987824551,0.16747193202896596
324,21.16,0,21.16,0.9659090909090909,0.0,0.44696969696969696,0.004796194900309158,0.05868649482700107,0,21.16,0.7803030303030303,0.0,0.5890151515151515,0.004368061713065884,0.06073366945703168
325,12.4,0,12.4,0.9611650485436893,0.0,0.23624595469255663,0.01076827084894449,0.15526811418950956,0,12.4,0.9644012944983819,0.0,0.34951456310679613,0.009798936431559439,0.14013576571072267
326,9.68,0,9.68,1.0,0.0,0.08298755186721991,0.013485242713399997,0.25764768982762354,0,9.68,1.0,0.0,0.07468879668049792,0.013230755676999537,0.23769236875547609
327,9.48,0,9.48,1.0,0.0,0.2542372881355932,0.005897729035018694,0.18101138697646152,0,9.48,0.9830508474576272,0.0,0.2457627118644068,0.006831981700644623,0.15143462118254977
328,11.08,0,11.08,0.9420289855072463,0.0,0.391304347826087,0.005743851215761659,0.09288807873399946,0,11.08,0.9057971014492754,0.0,0.3079710144927536,0.007816329793063898,0.17592147578426573
329,9.08,0,9.08,1.0,0.0,0.11504424778761062,0.008599889479978452,0.21118491231853687,0,9.08,0.995575221238938,0.0,0.11946902654867257,0.009190051341681982,0.16842944843321356
330,22.8,0,22.8,0.7170474516695958,0.0,0.7574692442882249,0.0036117149075011374,0.01907284532840546,0,22.8,0.9824253075571178,0.0,0.4868189806678383,0.006438416605665493,0.052945442318397026
331,18.6,0,18.6,0.978448275862069,0.0,0.1810344827586207,0.00399790147375967,0.1305007570275415,0,18.6,0.9676724137931034,0.0,0.3426724137931034,0.004153343034421517,0.09107991636446695
332,9.48,0,9.48,0.923728813559322,0.0,0.25,0.0088700181597722,0.20071984171921137,0,9.48,0.9152542372881356,0.0,0.3559322033898305,0.00725270246289053,0.09735254110447047
333,13.88,0,13.88,0.9913294797687862,0.0,0.24277456647398843,0.010451468649309228,0.16016888302811857,0,13.88,1.0,0.0,0.1791907514450867,0.011180936143841682,0.1226461025973754
334,13.0,0,13.0,0.9598765432098766,0.0,0.4166666666666667,0.007735847415898676,0.0759970802965098,0,13.0,0.8518518518518519,0.0,0.7716049382716049,0.004869310115327038,0.03175403883170534
335,23.08,0,23.08,0.9826388888888888,0.0,0.1996527777777778,0.007825485623894395,0.14549648451062203,0,23.08,0.9409722222222222,0.0,0.3697916666666667,0.005662106080261943,0.09776954386943376
336,9.16,0,9.16,1.0,0.0,0.08771929824561403,0.014058617861213575,0.2411715995766341,0,9.16,1.0,0.0,0.10964912280701754,0.01303131892775727,0.23484096711097519
337,8.64,0,8.64,0.9813953488372092,0.0,0.2372093023255814,0.006565750274814329,0.1315704578714012,0,8.64,1.0,0.0,0.18604651162790697,0.006217469829758562,0.1214878186137875
338,8.2,0,8.2,1.0,0.0,0.30392156862745096,0.007955814638606052,0.09250658773754786,0,8.2,1.0,0.0,0.2549019607843137,0.008709754370244856,0.1315263015247678
339,26.6,0,26.6,0.8674698795180723,0.0,0.45180722891566266,0.0073457315291471205,0.07417012217359309,0,26.6,0.625,0.0,0.6295180722891566,0.0064535010418957026,0.06794641169234011
340,25.52,0,25.52,0.9686028257456829,0.0,0.28728414442700156,0.010450098985723353,0.09968946097572248,0,25.52,0.9937205651491365,0.0,0.4521193092621664,0.008176898643230797,0.05777175801878709
341,11.88,0,11.88,0.9527027027027027,0.0,0.3141891891891892,0.00941287013103118,0.12268324688652145,0,11.88,0.9391891891891891,0.0,0.375,0.009034275359602797,0.11822043770860002
342,21.08,0,21.08,0.9790874524714829,0.0,0.20532319391634982,0.003961404619545681,0.12825350465313473,0,21.08,0.9866920152091255,0.0,0.3155893536121673,0.004362682817956959,0.09210209845821377
343,8.92,0,8.92,0.9684684684684685,0.0,0.16216216216216217,0.007227506096536624,0.17604570390337773,0,8.92,0.9954954954954955,0.0,0.22972972972972974,0.007729884727141976,0.15719691069249295
344,30.76,0,30.76,0.9635416666666666,0.0,0.19401041666666666,0.007913178722631361,0.12792762565674523,0,30.76,0.9921875,0.0,0.22526041666666666,0.009295678779807855,0.11497481566353437
345,8.56,0,8.56,1.0,0.0,0.20657276995305165,0.006546142421652214,0.11565730207349602,0,8.56,0.9906103286384976,0.0,0.14084507042253522,0.007104942741215594,0.13171131417208806
346,12.6,0,12.6,0.8343949044585988,0.0,0.49044585987261147,0.005245475131610378,0.0752665061139098,0,12.6,0.697452229299363,0.0,0.767515923566879,0.0033896742248950796,0.03784510163259339
347,10.0,0,10.0,0.9919678714859438,0.0,0.1686746987951807,0.007998566960197653,0.19284662574378222,0,10.0,1.0,0.0,0.18072289156626506,0.008143901613864473,0.13331810040893258
348,8.72,0,8.72,1.0,0.0,0.04608294930875576,0.017617925086162296,0.3208702974407449,0,8.72,1.0,0.0,0.06451612903225806,0.016553660759099018,0.3065687324284178
349,18.92,0,18.92,0.9745762711864406,0.0,0.20127118644067796,0.0035570540845975608,0.13058252158778005,0,18.92,0.9788135593220338,0.0,0.3050847457627119,0.0036821041430798005,0.08660375170927048
350,29.68,0,29.68,0.8286099865047234,0.0,0.4817813765182186,0.007067430355124113,0.07042638373714122,0,29.68,0.631578947368421,0.0,0.6531713900134952,0.006588480152239872,0.06531861725628166
351,8.44,0,8.44,1.0,0.0,0.1380952380952381,0.006480456097006605,0.11361841394338182,0,8.44,1.0,0.0,0.06190476190476191,0.007149783616960725,0.12028290739361863
352,24.44,0,24.44,0.9655737704918033,0.0,0.1737704918032787,0.007280172064939998,0.14910985333882742,0,24.44,0.9754098360655737,0.0,0.3114754098360656,0.006607950534409211,0.10611153119601038
353,9.6,1,9.6,0.99581589958159,1.0416666666666667,0.09623430962343096,0.014983279239727573,0.27277694004667236,1,9.6,1.0,1.0416666666666667,0.12133891213389121,0.01400693742121869,0.2544738370712801
354,9.64,0,9.64,1.0,0.0,0.19166666666666668,0.005790371844456445,0.1208695440007273,0,9.64,0.9833333333333333,0.0,0.1125,0.005841688534355932,0.13076397811382634
355,10.2,0,10.2,0.9645669291338582,0.0,0.33070866141732286,0.008672178813597303,0.0975132339395984,0,10.2,0.9724409448818898,0.0,0.32677165354330706,0.009416240171781234,0.17287806205219153
356,12.36,0,12.36,0.9512987012987013,0.0,0.2922077922077922,0.010475338748083637,0.12868052899101032,1,12.36,0.9545454545454546,0.8090614886731392,0.30194805194805197,0.010110133343384224,0.1087985348571628
357,8.92,0,8.92,0.9864864864864865,0.0,0.36036036036036034,0.00501405669286064,0.09296479945163554,0,8.92,0.9954954954954955,0.0,0.24324324324324326,0.005684127682260455,0.12015766570038412
358,19.0,0,19.0,0.9767932489451476,0.0,0.39029535864978904,0.005113630565954486,0.063241660270368,0,19.0,0.7974683544303798,0.0,0.5316455696202531,0.004569490853015172,0.08674032478013843
359,20.84,0,20.84,0.9788461538461538,0.0,0.3269230769230769,0.004107048540191458,0.0804533162433926,0,20.84,0.9865384615384616,0.0,0.15576923076923077,0.005576069170603637,0.12946615520805096
360,12.36,0,12.36,0.8701298701298701,0.0,0.5032467532467533,0.006047287123598761,0.06622061064513868,0,12.36,0.8051948051948052,0.0,0.6883116883116883,0.0036359926476929464,0.041031472537208694
361,9.04,0,9.04,1.0,0.0,0.16,0.005579687947927378,0.17413359151580016,0,9.04,0.9911111111111112,0.0,0.19555555555555557,0.006238872136979467,0.11933514826433649
362,8.68,0,8.68,0.9768518518518519,0.0,0.3472222222222222,0.008842023475752395,0.17150562081155027,0,8.68,0.9583333333333334,0.0,0.37037037037037035,0.007364340052677394,0.09278938485260171
363,10.88,0,10.88,0.966789667896679,0.0,0.3763837638376384,0.0048214425905374145,0.07742324175540588,0,10.88,0.9704797047970479,0.0,0.28413284132841327,0.005402948888105707,0.09991847205536777
364,9.04,0,9.04,1.0,0.0,0.06222222222222222,0.01767922066803481,0.24958589918245927,0,9.04,0.9955555555555555,0.0,0.10666666666666667,0.015562769249791756,0.2381745535901575
365,42.8,0,42.8,0.9850327408793265,0.0,0.19457436856875585,0.0077923571706546985,0.15921430543958728,0,42.8,0.9812909260991581,0.0,0.2890551917680075,0.007197571287458645,0.08665271744642176
366,18.96,1,18.96,0.8245243128964059,0.5274261603375527,0.6701902748414377,0.005083219387221256,0.028365503263140752,0,18.96,0.9619450317124736,0.0,0.37209302325581395,0.0051583358419582,0.08011798994755728
367,15.72,0,15.72,0.9668367346938775,0.0,0.3877551020408163,0.00857675762131005,0.09274103245119943,0,15.72,0.9923469387755102,0.0,0.3979591836734694,0.009125629243970104,0.06559824492053654
368,10.24,0,10.24,0.996078431372549,0.0,0.13725490196078433,0.007216785846816317,0.18832559283026384,0,10.24,1.0,0.0,0.23921568627450981,0.00713650372742844,0.09659121264875616
369,19.56,0,19.56,0.985655737704918,0.0,0.23565573770491804,0.004327397041817555,0.13297728851330426,0,19.56,0.985655737704918,0.0,0.3422131147540984,0.00437262143323063,0.08231650656265131
370,28.4,1,28.4,0.9647390691114246,0.35211267605633806,0.3554301833568406,0.007044568913146658,0.07745526125307008,0,28.4,0.9732016925246827,0.0,0.5077574047954866,0.005840654941130691,0.051041128965918656
371,10.84,0,10.84,0.9222222222222223,0.0,0.2777777777777778,0.010482541050188662,0.14602564217334674,0,10.84,0.9518518518518518,0.0,0.37777777777777777,0.009540429277534995,0.08927800586998856
372,10.88,0,10.88,0.996309963099631,0.0,0.34317343173431736,0.005836941861870441,0.06837679352687763,0,10.88,1.0,0.0,0.18450184501845018,0.005979122758244752,0.11583521985068003
373,8.4,0,8.4,1.0,0.0,0.09569377990430622,0.01612719381454416,0.3031019562440646,0,8.4,0.9952153110047847,0.0,0.0861244019138756,0.014121891500333167,0.25825411738507964
374,11.92,0,11.92,0.98989898989899,0.0,0.37037037037037035,0.006192006544458921,0.07516378099483646,0,11.92,0.9932659932659933,0.0,0.25925925925925924,0.008677997199667655,0.1361658215595259
375,12.08,0,12.08,0.9534883720930233,0.0,0.3953488372093023,0.0067224607454897745,0.0969991678089263,0,12.08,0.893687707641196,0.0,0.6644518272425249,0.006244226134471788,0.034787915667774005
376,9.16,0,9.16,0.9868421052631579,0.0,0.32894736842105265,0.00696887702892585,0.07570765151891548,0,9.16,1.0,0.0,0.2982456140350877,0.00597565771900835,0.12307420988918749
377,9.32,0,9.32,1.0,0.0,0.21982758620689655,0.00741872527487133,0.1313265506215262,0,9.32,0.9870689655172413,0.0,0.12931034482758622,0.006825925653693526,0.15867741593138948
378,26.92,0,26.92,0.8809523809523809,0.0,0.43452380952380953,0.008090445827683038,0.084180902736847,0,26.92,0.6190476190476191,0.0,0.6994047619047619,0.005856553201171546,0.04697789606431704
379,11.92,0,11.92,0.9663299663299664,0.0,0.4175084175084175,0.007617872637787581,0.06434917603508113,0,11.92,0.898989898989899,0.0,0.7171717171717171,0.00476609039094813,0.03087610129234649
380,8.72,0,8.72,0.9953917050691244,0.0,0.2119815668202765,0.005926330627262536,0.0991352791858888,0,8.72,1.0,0.0,0.2304147465437788,0.007169241637951717,0.11873188388319356
381,28.72,0,28.72,0.9762900976290098,0.0,0.24546722454672246,0.0068792495677940995,0.1122214473339138,1,28.72,0.9846582984658299,0.34818941504178275,0.23709902370990238,0.007610841175780161,0.12589163345804277
382,9.08,0,9.08,0.9867256637168141,0.0,0.13274336283185842,0.006839227941672554,0.1723259466733276,0,9.08,1.0,0.0,0.11504424778761062,0.005698672557089083,0.149914247268295
383,19.36,0,19.36,0.9917184265010351,0.0,0.2401656314699793,0.004110935639561162,0.10858961358468394,0,19.36,0.9855072463768116,0.0,0.38716356107660455,0.00439111746912762,0.06330452838298625
384,12.56,0,12.56,0.9233226837060703,0.0,0.3354632587859425,0.006921295045588984,0.08788453186575942,0,12.56,0.853035143769968,0.0,0.6645367412140575,0.006359441969204263,0.030917064977309127
385,11.28,0,11.28,0.9608540925266904,0.0,0.33451957295373663,0.010863947186555752,0.16891277593314694,1,11.28,0.9323843416370107,0.8865248226950355,0.3665480427046263,0.007483856217757066,0.12034191282201892
386,24.56,0,24.56,0.9885807504078303,0.0,0.19249592169657423,0.007828417442382348,0.13460416859432586,0,24.56,0.99836867862969,0.0,0.2936378466557912,0.006808252619432747,0.08934776242447019
387,8.16,0,8.16,1.0,0.0,0.2561576354679803,0.0067304286284231895,0.1299448637344346,0,8.16,0.9950738916256158,0.0,0.23645320197044334,0.00729971918974744,0.17097044805240047
388,13.36,0,13.36,0.8618618618618619,0.0,0.5705705705705706,0.0053063199056931866,0.04942865346921479,0,13.36,0.8708708708708709,0.0,0.8288288288288288,0.0039756009469931065,0.02472514440035488
389,9.12,0,9.12,1.0,0.0,0.12334801762114538,0.010781129284172606,0.24739013380252475,0,9.12,1.0,0.0,0.1145374449339207,0.011421131165792289,0.2329811713330353
390,12.72,0,12.72,0.9716088328075709,0.0,0.29337539432176657,0.011101362228380787,0.11778393924239992,0,12.72,0.9652996845425867,0.0,0.2807570977917981,0.010367243500597215,0.13000995476138538
391,27.8,0,27.8,0.7752161383285303,0.0,0.5086455331412104,0.006417509176289897,0.07143217074379454,0,27.8,0.622478386167147,0.0,0.7046109510086456,0.005783043410484471,0.046249457036950936
392,27.68,0,27.68,0.9898697539797395,0.0,0.3068017366136035,0.008598055266005461,0.09054671239372677,0,27.68,0.984081041968162,0.0,0.38929088277858176,0.007665397774083497,0.06099160993530641
393,9.56,0,9.56,0.9831932773109243,0.0,0.24789915966386555,0.007313306380923535,0.1746235362458753,0,9.56,0.9873949579831933,0.0,0.16806722689075632,0.00877627565547238,0.11171234809525983
394,10.84,0,10.84,0.9814814814814815,0.0,0.3851851851851852,0.005917804735942722,0.0757725433417176,0,10.84,0.8925925925925926,0.0,0.7074074074074074,0.005255573930445803,0.03314018934117492
395,10.44,0,10.44,0.9846153846153847,0.0,0.3153846153846154,0.008924399689434794,0.12509722207970483,0,10.44,0.9730769230769231,0.0,0.28846153846153844,0.009806731890381098,0.1782762191896521
396,7.32,0,7.32,1.0,0.0,0.0989010989010989,0.017877229116338586,0.36076247011068574,0,7.32,0.9945054945054945,0.0,0.04945054945054945,0.015860538898194755,0.34644970520966895
397,13.2,0,13.2,0.9878419452887538,0.0,0.20972644376899696,0.011710465443765083,0.17489552002478334,0,13.2,0.9665653495440729,0.0,0.3586626139817629,0.010142358701161407,0.0715018672760368
398,19.04,0,19.04,0.9810526315789474,0.0,0.45263157894736844,0.0049245853195787675,0.054990896577748624,0,19.04,0.7768421052631579,0.0,0.5494736842105263,0.003924837869810285,0.057191360684120854
399,10.16,0,10.16,0.9881422924901185,0.0,0.22134387351778656,0.0057820990603318105,0.11653438313129931,0,10.16,1.0,0.0,0.18972332015810275,0.007241210385374238,0.13585802738326347
400,10.92,0,10.92,0.9080882352941176,0.0,0.46691176470588236,0.007146696271568793,0.09134470962015236,0,10.92,0.8345588235294118,0.0,0.6727941176470589,0.005779890852565911,0.0341700147227801
401,25.32,0,25.32,0.9920886075949367,0.0,0.16772151898734178,0.007116314113089831,0.1210177289105783,0,25.32,0.9873417721518988,0.0,0.2610759493670886,0.006407447721583262,0.10843383432342012
402,8.6,0,8.6,0.9813084112149533,0.0,0.24299065420560748,0.011037273787456801,0.15251513651583562,0,8.6,0.9813084112149533,0.0,0.29439252336448596,0.009092084703140105,0.11679412694223756
403,8.0,0,8.0,1.0,0.0,0.06030150753768844,0.01601894757738034,0.2970717929363845,0,8.0,1.0,0.0,0.10552763819095477,0.014813174912313777,0.28829185463714446
404,7.48,0,7.48,1.0,0.0,0.21505376344086022,0.006666242905207523,0.12408264571420694,0,7.48,1.0,0.0,0.1935483870967742,0.008103849756513693,0.1593036905291385
405,21.32,0,21.32,0.9774436090225563,0.0,0.20488721804511278,0.00463353619254364,0.12991786968792474,0,21.32,0.9924812030075187,0.0,0.34962406015037595,0.0045981344045107194,0.08171654771965436
406,9.68,0,9.68,0.995850622406639,0.0,0.22406639004149378,0.005242601669400702,0.14990050429166324,0,9.68,0.970954356846473,0.0,0.2033195020746888,0.0048904026111378195,0.14818902792423758
407,8.88,0,8.88,0.9095022624434389,0.0,0.49321266968325794,0.007089114634580593,0.05819839126038549,0,8.88,0.8597285067873304,0.0,0.751131221719457,0.005323639406651311,0.030407806785122407
408,7.28,0,7.28,0.9558011049723757,0.0,0.292817679558011,0.006532639934702222,0.12412066800145453,0,7.28,0.9834254143646409,0.0,0.17679558011049723,0.006547564002457577,0.14248288085926752
409,11.52,0,11.52,0.9442508710801394,0.0,0.24738675958188153,0.011570170402549654,0.12262633090463497,0,11.52,0.9407665505226481,0.0,0.36585365853658536,0.010460834695572244,0.11144654863732817
410,9.24,0,9.24,0.9347826086956522,0.0,0.2956521739130435,0.006845657885145812,0.1207152885390263,1,9.24,0.9304347826086956,1.0822510822510822,0.508695652173913,0.00816140280849902,0.057492150943168716
411,18.04,0,18.04,0.9755555555555555,0.0,0.46,0.004151390640811284,0.05481557205171807,0,18.04,0.9888888888888889,0.0,0.12222222222222222,0.006449816459466075,0.12581422473827633
412,9.32,0,9.32,1.0,0.0,0.1810344827586207,0.007572485758380355,0.1716958325483659,0,9.32,0.9698275862068966,0.0,0.23706896551724138,0.007614124970330127,0.13381896108515787
413,29.84,0,29.84,0.8738255033557047,0.0,0.49530201342281877,0.00740578725647154,0.06652761277089096,0,29.84,0.6335570469798658,0.0,0.625503355704698,0.0069657756016860495,0.07482026244808385
414,15.12,0,15.12,0.8408488063660478,0.0,0.5145888594164456,0.005452552538202088,0.06221204472090859,0,15.12,0.7506631299734748,0.0,0.8037135278514589,0.0035665376972957366,0.03367921894535601
415,9.48,0,9.48,0.8898305084745762,0.0,0.3813559322033898,0.008274906869289573,0.11046229801818701,0,9.48,0.9067796610169492,0.0,0.6483050847457628,0.005012889548006445,0.04431696651342229
416,8.8,0,8.8,1.0,0.0,0.3150684931506849,0.006088621610729741,0.08425071466967256,0,8.8,0.9954337899543378,0.0,0.3013698630136986,0.0070269161079155925,0.1054394883186772
417,23.4,0,23.4,0.7671232876712328,0.0,0.696917808219178,0.004361740242421629,0.023199036009614142,0,23.4,0.9794520547945206,0.0,0.4332191780821918,0.00536188246997092,0.07197046700030234
418,8.68,0,8.68,0.9722222222222222,0.0,0.125,0.006234398042215072,0.19034283654808057,0,8.68,0.9907407407407407,0.0,0.18981481481481483,0.007532047976041299,0.2041394117126641
419,7.64,0,7.64,1.0,0.0,0.2631578947368421,0.00825541450669674,0.09747581035047274,0,7.64,1.0,0.0,0.09473684210526316,0.008396736020085574,0.15940310903681607
420,14.08,0,14.08,0.9914529914529915,0.0,0.23076923076923078,0.009414404518629297,0.13965982288602669,0,14.08,0.9971509971509972,0.0,0.3561253561253561,0.00841910781704103,0.0665818512802305
421,19.72,0,19.72,0.9735772357723578,0.0,0.18495934959349594,0.004399093993407498,0.12606136561218995,0,19.72,0.9817073170731707,0.0,0.3252032520325203,0.005104808255114293,0.07422451811343964
422,8.52,0,8.52,1.0,0.0,0.11320754716981132,0.017174329815331582,0.25719899898843057,0,8.52,1.0,0.0,0.10377358490566038,0.014985347990169505,0.255475185727262
423,9.8,0,9.8,0.9221311475409836,0.0,0.38524590163934425,0.007041175153996606,0.10958575011113632,0,9.8,0.8319672131147541,0.0,0.680327868852459,0.005102649792318532,0.028116747818143065
424,25.76,0,25.76,0.5629860031104199,0.0,0.6920684292379471,0.006157207068272063,0.06866099264462924,0,25.76,0.8211508553654744,0.0,0.505443234836703,0.007506086204427001,0.06319993063806462
425,37.88,0,37.88,0.9989429175475687,0.0,0.17864693446088795,0.006313570047633497,0.11086315619290504,0,37.88,0.9978858350951374,0.0,0.16913319238900634,0.0065811577746274635,0.11335590064065842
426,9.28,0,9.28,0.9696969696969697,0.0,0.21212121212121213,0.006932978058237423,0.18305191409887606,0,9.28,1.0,0.0,0.19480519480519481,0.006077692628925481,0.16335015393736638
427,10.72,0,10.72,1.0,0.0,0.3146067415730337,0.007678922203395086,0.12947364837886138,0,10.72,0.9887640449438202,0.0,0.21348314606741572,0.008593011976728175,0.16795799007907808
428,25.72,0,25.72,0.9890965732087228,0.0,0.19937694704049844,0.006585520558350034,0.12295306764830395,0,25.72,0.9641744548286605,0.0,0.40342679127725856,0.005200560403500796,0.07388283310859503
429,17.44,0,17.44,0.9540229885057471,0.0,0.19080459770114944,0.004247078507327636,0.1273573931946864,0,17.44,0.9448275862068966,0.0,0.3724137931034483,0.004067823882560124,0.06178245444244366
430,12.72,0,12.72,1.0,0.0,0.13564668769716087,0.013329983554631207,0.19917061532320618,0,12.72,0.9968454258675079,0.0,0.138801261829653,0.011730886348805114,0.21580067665988656
431,8.84,0,8.84,1.0,0.0,0.18636363636363637,0.006496398129715734,0.2119391587157484,0,8.84,1.0,0.0,0.19090909090909092,0.007545800273736087,0.15802024614653543
432,16.48,0,16.48,0.8418491484184915,0.0,0.46228710462287104,0.005865136312749691,0.07103106185944816,0,16.48,0.8223844282238443,0.0,0.7274939172749392,0.0036906251867358827,0.029083815346139498
433,11.4,0,11.4,0.9471830985915493,0.0,0.4471830985915493,0.00869250269039257,0.1279293400041177,0,11.4,0.9577464788732394,0.0,0.44366197183098594,0.006476436837189188,0.06841545846280528
434,25.96,0,25.96,0.9783950617283951,0.0,0.2824074074074074,0.008733831110544231,0.08658780843685712,0,25.96,0.9814814814814815,0.0,0.36728395061728397,0.007366110046772224,0.06946537442214867
435,8.64,0,8.64,1.0,0.0,0.09767441860465116,0.014356779651797713,0.2550866965289037,0,8.64,1.0,0.0,0.12558139534883722,0.012835620746933861,0.2512324923087574
436,7.88,0,7.88,0.9846938775510204,0.0,0.29591836734693877,0.00764648117702791,0.08638194379189185,0,7.88,1.0,0.0,0.12244897959183673,0.012034049624803715,0.14399282396391686
437,9.36,0,9.36,0.9957081545064378,0.0,0.15879828326180256,0.007647693704722851,0.1641165291421674,0,9.36,1.0,0.0,0.15021459227467812,0.007758807939216181,0.18092841062129333
