episode,len_s,right_reversals,right_dur,right_move_frac,right_rev_per_10s,right_slow_frac,right_jitter,right_speed_med,left_reversals,left_dur,left_move_frac,left_rev_per_10s,left_slow_frac,left_jitter,left_speed_med
31,21.44,0,21.44,0.9962616822429906,0.0,0.08971962616822429,0.0061850847419606374,0.1486723756793658,0,21.44,0.9981308411214953,0.0,0.08037383177570094,0.0056336217780353715,0.15300133031956384
32,11.4,1,11.4,1.0,0.8771929824561403,0.14788732394366197,0.013803241316288677,0.24028219531886585,0,11.4,0.9894366197183099,0.0,0.24295774647887325,0.012419870978739063,0.2065476607273188
33,25.72,0,25.72,0.9875389408099688,0.0,0.2850467289719626,0.00598546621060107,0.11393077763929103,0,25.72,0.8738317757009346,0.0,0.7912772585669782,0.004694560491776018,0.02464242944057688
34,14.72,0,14.72,0.989100817438692,0.0,0.24250681198910082,0.007325222854650945,0.11541280435808837,0,14.72,0.9564032697547684,0.0,0.49591280653950953,0.005494408924699569,0.05540555159000238
35,16.52,0,16.52,0.9660194174757282,0.0,0.24029126213592233,0.004179613517685201,0.132590853842367,0,16.52,0.9538834951456311,0.0,0.3446601941747573,0.0038209827197210576,0.06533697427399018
36,18.32,0,18.32,0.9299781181619255,0.0,0.37636761487964987,0.006328612870828691,0.07614225823070447,0,18.32,0.9146608315098468,0.0,0.6083150984682714,0.007244593180973166,0.04280938051308599
37,10.2,0,10.2,1.0,0.0,0.13385826771653545,0.010473686213542718,0.24525491991352777,0,10.2,0.9960629921259843,0.0,0.11023622047244094,0.012094214902230928,0.24469334107710805
38,23.48,0,23.48,0.9744027303754266,0.0,0.29180887372013653,0.0068848597767812185,0.13100910971383586,0,23.48,0.9249146757679181,0.0,0.7713310580204779,0.004901264922126487,0.02566186359035427
39,16.4,0,16.4,0.9706601466992665,0.0,0.23471882640586797,0.004831307161369416,0.14066214780693706,0,16.4,0.9682151589242054,0.0,0.36185819070904646,0.004236151232740452,0.07402417284051474
40,25.8,0,25.8,1.0,0.0,0.09316770186335403,0.0056717048819821545,0.11188615907594412,0,25.8,1.0,0.0,0.15372670807453417,0.005670212951420422,0.11595645404651167
41,16.04,0,16.04,0.9675,0.0,0.5,0.005700895364400069,0.05466065736610181,0,16.04,0.9725,0.0,0.245,0.0075906416327680675,0.1195974099188735
42,23.32,0,23.32,0.993127147766323,0.0,0.2766323024054983,0.0072535018217992926,0.08898894035574029,0,23.32,0.9828178694158075,0.0,0.40893470790378006,0.007839714876977271,0.06093073861337943
43,20.08,0,20.08,0.998003992015968,0.0,0.08782435129740519,0.008247069420450693,0.15559359939452075,0,20.08,1.0,0.0,0.12574850299401197,0.007074850163454669,0.16155769965379693
44,15.04,0,15.04,0.9573333333333334,0.0,0.29333333333333333,0.0078007446347472965,0.13104825184571778,0,15.04,0.944,0.0,0.49866666666666665,0.00487770238626857,0.07569005491167066
45,14.52,0,14.52,0.9861878453038674,0.0,0.19060773480662985,0.004303055339570538,0.13633107935143127,0,14.52,0.9723756906077348,0.0,0.3812154696132597,0.003745597050230122,0.059663835193133306
46,25.12,0,25.12,0.988835725677831,0.0,0.23763955342902712,0.007048748280852035,0.14598582233644225,0,25.12,0.9681020733652312,0.0,0.3397129186602871,0.00594638401911497,0.10411099374973054
47,12.04,0,12.04,0.9966666666666667,0.0,0.11333333333333333,0.014381426480242631,0.23622532855352182,0,12.04,0.9966666666666667,0.0,0.09333333333333334,0.014513560407560615,0.21975596337260328
48,8.28,0,8.28,1.0,0.0,0.09223300970873786,0.020120364220759433,0.23996348648636756,0,8.28,1.0,0.0,0.043689320388349516,0.02142706864909017,0.220208883892861
49,18.96,0,18.96,1.0,0.0,0.06342494714587738,0.006990816577273477,0.16394623135548983,0,18.96,0.9957716701902748,0.0,0.0507399577167019,0.006588996144095789,0.15626921558045392
50,17.2,0,17.2,0.972027972027972,0.0,0.22843822843822845,0.0041290248336229305,0.13364980211810631,0,17.2,0.9790209790209791,0.0,0.32867132867132864,0.0038986729769872417,0.07612163243358538
51,8.2,0,8.2,0.9411764705882353,0.0,0.39215686274509803,0.004919316366939713,0.0900508821113676,0,8.2,0.9901960784313726,0.0,0.2647058823529412,0.006398967423663632,0.13250612231894504
52,8.64,0,8.64,1.0,0.0,0.09302325581395349,0.013572749235689506,0.23639626158587368,0,8.64,0.9906976744186047,0.0,0.10232558139534884,0.014018390023232158,0.23439033919002064
53,16.44,0,16.44,0.973170731707317,0.0,0.2,0.004152047969969895,0.12049948350160995,0,16.44,0.9780487804878049,0.0,0.45121951219512196,0.003281574685168352,0.05440256559525646
54,24.08,0,24.08,0.9850249584026622,0.0,0.3011647254575707,0.007682548105732027,0.08656759447827223,0,24.08,0.978369384359401,0.0,0.5108153078202995,0.006537982949171129,0.050225595261959105
55,8.52,0,8.52,0.9764150943396226,0.0,0.20754716981132076,0.007117088190098207,0.11890176870503517,0,8.52,1.0,0.0,0.20754716981132076,0.006737730683549965,0.1208781623492649
56,13.36,0,13.36,0.9369369369369369,0.0,0.4774774774774775,0.006406092419974413,0.05607425370545224,0,13.36,0.9819819819819819,0.0,0.18018018018018017,0.007782304055354656,0.13813032982698487
57,10.64,0,10.64,0.969811320754717,0.0,0.49056603773584906,0.0063925542644648475,0.05368559239372312,0,10.64,0.9283018867924528,0.0,0.3584905660377358,0.008864828058452777,0.10887815697992045
58,12.92,0,12.92,0.9751552795031055,0.0,0.12422360248447205,0.013862840928014684,0.17253085904463977,0,12.92,0.9906832298136646,0.0,0.12422360248447205,0.016059240500944698,0.19604560194611706
59,9.12,0,9.12,0.9955947136563876,0.0,0.22026431718061673,0.008844218576351242,0.0985937819697586,0,9.12,0.9823788546255506,0.0,0.20704845814977973,0.007968123258913969,0.12283268838119751
60,10.16,0,10.16,0.9446640316205533,0.0,0.233201581027668,0.011890526616108508,0.16555383315731342,0,10.16,0.9762845849802372,0.0,0.26877470355731226,0.010629596438652847,0.15737598629128127
61,26.52,0,26.52,0.9622356495468278,0.0,0.27492447129909364,0.006613192119226806,0.13701998824478626,0,26.52,0.9697885196374623,0.0,0.36555891238670696,0.006118303089202774,0.09555673932486816
62,9.16,0,9.16,0.9736842105263158,0.0,0.29385964912280704,0.005998674435738158,0.09278585314696419,0,9.16,1.0,0.0,0.2982456140350877,0.00784936402607673,0.11476601317503538
63,12.56,0,12.56,0.9616613418530351,0.0,0.2779552715654952,0.0053853726178613795,0.10385813077262263,0,12.56,0.9776357827476039,0.0,0.28115015974440893,0.005710595742259226,0.10098791678779288
64,13.4,0,13.4,0.9700598802395209,0.0,0.26047904191616766,0.009052214863312936,0.1255401224303112,0,13.4,0.9730538922155688,0.0,0.4880239520958084,0.005941280290252676,0.06023347040181297
65,11.52,0,11.52,0.9059233449477352,0.0,0.6480836236933798,0.004962935820058817,0.034856353496011086,0,11.52,0.9163763066202091,0.0,0.45993031358885017,0.008034656556496428,0.08746350424202058
66,10.84,0,10.84,1.0,0.0,0.14814814814814814,0.013231797475210517,0.25212777563263866,0,10.84,1.0,0.0,0.05925925925925926,0.01487378148659126,0.24411242885441484
67,8.84,0,8.84,1.0,0.0,0.2727272727272727,0.0065596988273585,0.10426882541488862,0,8.84,0.9863636363636363,0.0,0.35454545454545455,0.007293856353557537,0.1449731705397289
68,19.68,0,19.68,0.9755600814663951,0.0,0.21384928716904278,0.004417184267403813,0.14115572870434104,0,19.68,0.9918533604887984,0.0,0.2708757637474542,0.006002878713126818,0.0925723564956559
69,12.16,0,12.16,0.976897689768977,0.0,0.27722772277227725,0.006322523621437241,0.12090807963236704,0,12.16,0.966996699669967,0.0,0.26732673267326734,0.006491939242379595,0.12249719455567153
70,8.72,0,8.72,1.0,0.0,0.2857142857142857,0.006757396916356123,0.08789509681958245,0,8.72,0.967741935483871,0.0,0.2488479262672811,0.007511594701635978,0.11199469942755963
71,16.48,1,16.48,0.9781021897810219,0.6067961165048543,0.2141119221411192,0.005546651724003604,0.16790492980734179,0,16.48,0.9902676399026764,0.0,0.29683698296836986,0.005565258984098903,0.10595670812995908
72,9.08,0,9.08,1.0,0.0,0.07079646017699115,0.018861875490856495,0.23819548508310437,0,9.08,1.0,0.0,0.11504424778761062,0.01946203745340873,0.26080885705756673
73,8.68,0,8.68,1.0,0.0,0.42592592592592593,0.007067540360442834,0.06198292279764238,0,8.68,0.9953703703703703,0.0,0.3055555555555556,0.007335301018986954,0.10890272848172378
74,16.92,0,16.92,0.957345971563981,0.0,0.8341232227488151,0.0062216640926818405,0.02605741756247633,0,16.92,0.9265402843601895,0.0,0.8151658767772512,0.004339710125522471,0.025091878211730936
75,12.08,0,12.08,0.9867109634551495,0.0,0.31893687707641194,0.00984458529592084,0.14001674442508302,0,12.08,0.9700996677740864,0.0,0.3588039867109635,0.008388663989259306,0.06630623634839788
76,7.96,0,7.96,1.0,0.0,0.2777777777777778,0.00553788355461381,0.09299452782557885,0,7.96,1.0,0.0,0.23737373737373738,0.0074714546683173205,0.10223232981588254
77,13.88,0,13.88,0.9739884393063584,0.0,0.3352601156069364,0.005858330128781539,0.09731288911164059,0,13.88,0.9826589595375722,0.0,0.315028901734104,0.0072915085192864736,0.09878315602231018
78,12.76,0,12.76,0.9465408805031447,0.0,0.3333333333333333,0.010539756922790917,0.0952444421494388,0,12.76,0.9622641509433962,0.0,0.3490566037735849,0.009377673439192252,0.08202218695472638
79,11.04,0,11.04,0.9709090909090909,0.0,0.4,0.005743492016253291,0.07902773438172016,0,11.04,0.9927272727272727,0.0,0.20727272727272728,0.008202974474461016,0.14616734709989096
80,8.88,0,8.88,1.0,0.0,0.03619909502262444,0.014468972218317696,0.25606947644044725,0,8.88,1.0,0.0,0.027149321266968326,0.014799754185970505,0.2456996278280652
81,8.52,0,8.52,0.9858490566037735,0.0,0.3018867924528302,0.0068426120403971506,0.08566687110466613,0,8.52,0.9811320754716981,0.0,0.2169811320754717,0.00817947493926716,0.0917081157743491
82,24.36,0,24.36,0.9901315789473685,0.0,0.26480263157894735,0.009512109148993225,0.09602652867424788,0,24.36,0.9950657894736842,0.0,0.3881578947368421,0.007358095279774089,0.05799587705260527
83,16.12,0,16.12,0.9427860696517413,0.0,0.7313432835820896,0.008207809210709564,0.03023895930572093,1,16.12,0.9054726368159204,0.6203473945409429,0.746268656716418,0.005485088539412581,0.03031059787089179
84,25.12,0,25.12,0.9760765550239234,0.0,0.21850079744816586,0.006650706910771468,0.13691923628330427,0,25.12,0.9633173843700159,0.0,0.33811802232854865,0.006130103756409456,0.09451352559789239
85,8.64,0,8.64,0.9953488372093023,0.0,0.22790697674418606,0.006276660128727284,0.12073373643244226,0,8.64,1.0,0.0,0.16279069767441862,0.007718473523115314,0.1345525705029768
86,8.32,0,8.32,1.0,0.0,0.0966183574879227,0.012680144735940042,0.28495414674128344,0,8.32,0.9951690821256038,0.0,0.06280193236714976,0.013425590449594082,0.26070204450525264
87,15.56,0,15.56,0.9871134020618557,0.0,0.28350515463917525,0.004535943959659696,0.12198415744398246,0,15.56,0.979381443298969,0.0,0.3943298969072165,0.003618767581577536,0.06569627119456142
88,9.88,0,9.88,0.975609756097561,0.0,0.3008130081300813,0.00828651328810186,0.15012502308925296,0,9.88,0.9634146341463414,0.0,0.32926829268292684,0.006154124679096063,0.10256816999422474
89,16.72,1,16.72,0.9112709832134293,0.5980861244019139,0.5443645083932853,0.00831155849079899,0.050167164357153196,0,16.72,0.8345323741007195,0.0,0.60431654676259,0.006675137266276306,0.045535944603166754
90,12.48,0,12.48,0.954983922829582,0.0,0.2765273311897106,0.01072782864721066,0.17202754608218399,0,12.48,0.9421221864951769,0.0,0.35691318327974275,0.009622812529755127,0.1744800083498002
91,24.52,0,24.52,0.9918300653594772,0.0,0.2434640522875817,0.009966046777619773,0.11410909201434452,0,24.52,0.9901960784313726,0.0,0.3839869281045752,0.008259425508533896,0.06228971960046334
92,7.76,0,7.76,0.9948186528497409,0.0,0.2694300518134715,0.0067338765603511775,0.08609262806816867,0,7.76,0.9740932642487047,0.0,0.20207253886010362,0.008019209127445671,0.1408361143505764
93,15.08,0,15.08,0.9920212765957447,0.0,0.14361702127659576,0.010054603138673644,0.13846261197050383,1,15.08,0.9973404255319149,0.6631299734748011,0.26861702127659576,0.010573335193477165,0.09622149389752584
94,24.12,0,24.12,0.9750830564784053,0.0,0.21428571428571427,0.007690446293069583,0.1338226005190423,0,24.12,0.9767441860465116,0.0,0.32059800664451826,0.006554161345319385,0.09380042026696622
95,19.6,0,19.6,0.983640081799591,0.0,0.18813905930470348,0.004204932137369532,0.12920219749913014,0,19.6,0.9550102249488752,0.0,0.3210633946830266,0.0038872427072286974,0.0812529930416447
96,12.44,0,12.44,0.8806451612903226,0.0,0.38387096774193546,0.005708556047584809,0.09418632796288529,0,12.44,0.9032258064516129,0.0,0.36774193548387096,0.008048935967028806,0.1496637343197166
97,9.44,0,9.44,0.9957446808510638,0.0,0.3574468085106383,0.006263938836990491,0.08628727883282347,0,9.44,0.9914893617021276,0.0,0.2936170212765957,0.0071784608199751436,0.130678080794901
98,28.08,0,28.08,0.6947218259629101,0.0,0.5007132667617689,0.005802569762313539,0.093883102917342,0,28.08,0.6747503566333809,0.0,0.7503566333808844,0.00548462252587065,0.0242190959189546
99,7.28,0,7.28,1.0,0.0,0.2265193370165746,0.006226301848585937,0.13339254877888412,0,7.28,1.0,0.0,0.1878453038674033,0.007552771632631688,0.15906969402360085
100,30.84,0,30.84,0.961038961038961,0.0,0.35974025974025975,0.007764155134920977,0.09933004250126384,0,30.84,0.9558441558441558,0.0,0.43636363636363634,0.006740919020228164,0.08501271954697695
101,7.96,0,7.96,0.98989898989899,0.0,0.24242424242424243,0.007037645819695957,0.1458843139726387,0,7.96,1.0,0.0,0.2676767676767677,0.006064637758404004,0.08149380922082462
102,13.6,0,13.6,0.9705014749262537,0.0,0.26548672566371684,0.0072780123842163865,0.1318730104697779,0,13.6,0.9351032448377581,0.0,0.3480825958702065,0.007086421389974469,0.10154322952333569
103,24.6,0,24.6,0.8729641693811075,0.0,0.7247557003257329,0.004415513504706965,0.027098088175391853,0,24.6,0.9657980456026058,0.0,0.40716612377850164,0.005365769480720234,0.06779293081550158
104,8.4,0,8.4,0.9521531100478469,0.0,0.3684210526315789,0.006451124805751018,0.09558863935322785,0,8.4,0.9090909090909091,0.0,0.3397129186602871,0.008349835770069671,0.12442074572055956
105,7.12,0,7.12,1.0,0.0,0.07344632768361582,0.015293052171737024,0.2851120239227055,0,7.12,1.0,0.0,0.062146892655367235,0.010724649094033098,0.1771161924159295
106,15.44,0,15.44,0.9636363636363636,0.0,0.2675324675324675,0.006163017873880724,0.14032489519920893,0,15.44,0.9714285714285714,0.0,0.21818181818181817,0.006180238839148227,0.14572949072010077
107,20.8,0,20.8,0.9980732177263969,0.0,0.17148362235067438,0.012008404092236595,0.15905659260357297,0,20.8,0.9942196531791907,0.0,0.17341040462427745,0.010835855737956425,0.14819481690177075
108,18.96,0,18.96,0.9302325581395349,0.0,0.5031712473572939,0.008329532609868122,0.055043135900072857,0,18.96,0.8498942917547568,0.0,0.6405919661733616,0.006340299577575035,0.036525556118357026
109,17.44,0,17.44,0.9747126436781609,0.0,0.135632183908046,0.006211882144301559,0.12330250859051325,0,17.44,0.9701149425287356,0.0,0.13793103448275862,0.007250059346711093,0.11745830251076597
110,19.0,0,19.0,0.9514767932489452,0.0,0.2974683544303797,0.004819050557476368,0.14145672070388823,0,19.0,0.9852320675105485,0.0,0.4050632911392405,0.004550938864131295,0.07124118026224618
111,10.4,0,10.4,0.9961389961389961,0.0,0.09266409266409266,0.011429751894681456,0.1821206694625297,0,10.4,0.9845559845559846,0.0,0.38996138996138996,0.007653537145339867,0.06756983206111122
112,27.6,0,27.6,0.9158200290275762,0.0,0.5587808417997098,0.004945730215136432,0.04713543458916192,0,27.6,0.895500725689405,0.0,0.6560232220609579,0.004452626518618657,0.0344111339181617
113,8.04,0,8.04,0.99,0.0,0.25,0.007477805413180434,0.12283876087061665,0,8.04,1.0,0.0,0.23,0.006331143981459704,0.07313143762370711
114,33.28,0,33.28,0.9879663056558363,0.0,0.18531889290012032,0.006730776647542436,0.11115849887095915,0,33.28,0.9891696750902527,0.0,0.19374247894103488,0.006739437574738273,0.11915368795944135
115,40.8,0,40.8,0.9872423945044161,0.0,0.29538763493621195,0.006400723071830967,0.07763051107691123,0,40.8,0.9892051030421982,0.0,0.12659470068694798,0.008773151508828028,0.2070292647706652
116,16.48,0,16.48,0.9197080291970803,0.0,0.30170316301703165,0.00570183940522076,0.1299904366504902,0,16.48,0.9294403892944039,0.0,0.3236009732360097,0.005553605786838579,0.11899420177700344
117,9.2,0,9.2,0.8427947598253275,0.0,0.6506550218340611,0.004362782042551647,0.03867448926995935,0,9.2,0.9606986899563319,0.0,0.4585152838427948,0.007834393924508663,0.06467822924337466
118,15.24,0,15.24,0.968421052631579,0.0,0.23684210526315788,0.007245340536442478,0.142769897579745,0,15.24,0.9447368421052632,0.0,0.3447368421052632,0.005854546170288882,0.07249972356931467
119,10.8,0,10.8,0.9814126394052045,0.0,0.23048327137546468,0.011008255665250356,0.18729740674434908,0,10.8,0.9814126394052045,0.0,0.3940520446096654,0.007476214571490855,0.11137863903908493
120,23.0,0,23.0,0.9738675958188153,0.0,0.29094076655052264,0.006999059209794052,0.09886608041856715,0,23.0,0.8989547038327527,0.0,0.5313588850174216,0.0058441126554050725,0.05852157664093194
121,9.44,0,9.44,0.9659574468085106,0.0,0.28085106382978725,0.009500357187440217,0.14366330834919216,0,9.44,0.9319148936170213,0.0,0.3191489361702128,0.007567045278479906,0.10002297512999773
122,7.44,0,7.44,0.9891891891891892,0.0,0.12972972972972974,0.00818375354367224,0.162424433535447,0,7.44,0.9945945945945946,0.0,0.1891891891891892,0.006498911915021552,0.10544173396175642
123,8.8,0,8.8,0.9771689497716894,0.0,0.3607305936073059,0.008370752362675109,0.08755502795870201,0,8.8,0.9863013698630136,0.0,0.2328767123287671,0.009154985309004679,0.11446179751206485
124,18.32,0,18.32,0.9474835886214442,0.0,0.6958424507658644,0.006704227227262243,0.031136009198264935,0,18.32,0.9168490153172867,0.0,0.40043763676148797,0.007295669648662733,0.07283046439490158
125,8.96,0,8.96,0.9641255605381166,0.0,0.33183856502242154,0.006301975347400305,0.11918737988433377,0,8.96,0.9147982062780269,0.0,0.39461883408071746,0.005837014051281031,0.09926541009836115
126,29.96,0,29.96,0.9251336898395722,0.0,0.4692513368983957,0.007846137294094136,0.05986393748115139,0,29.96,0.8328877005347594,0.0,0.6684491978609626,0.006082955834333867,0.03708608218736213
127,14.84,0,14.84,0.9648648648648649,0.0,0.3,0.0076370413576791404,0.10893965481116898,0,14.84,0.9621621621621622,0.0,0.41621621621621624,0.006001998995108686,0.07760094590533684
128,20.0,0,20.0,0.9298597194388778,0.0,0.5410821643286573,0.005549564424969944,0.04966858435067194,0,20.0,0.8957915831663327,0.0,0.687374749498998,0.00445691826000389,0.04040040948197
129,7.0,0,7.0,1.0,0.0,0.028735632183908046,0.012202638505094003,0.1680933278072274,0,7.0,1.0,0.0,0.07471264367816093,0.015577445120681658,0.2679885919666028
130,27.08,3,27.08,0.9970414201183432,1.1078286558345645,0.19674556213017752,0.011242103830517247,0.11680105823816136,0,27.08,0.9940828402366864,0.0,0.22337278106508876,0.009378541460273759,0.12427616453129209
131,14.44,0,14.44,1.0,0.0,0.14444444444444443,0.006918907190311121,0.09080112681263044,0,14.44,0.9805555555555555,0.0,0.4305555555555556,0.00532151578176863,0.06371181271893052
132,24.88,0,24.88,0.9822866344605475,0.0,0.23027375201288244,0.006486181477163951,0.10929473969117018,0,24.88,0.927536231884058,0.0,0.42351046698872785,0.005791235161950207,0.07802662202724418
133,34.48,0,34.48,0.9860627177700348,0.0,0.1835075493612079,0.006597642883242234,0.11087806805711735,0,34.48,0.975609756097561,0.0,0.1602787456445993,0.006893599250975939,0.12116989648033519
134,34.88,0,34.88,0.9908151549942594,0.0,0.1756601607347876,0.009323930539507464,0.17856307825498707,0,34.88,0.9827784156142365,0.0,0.35361653272101035,0.0064977890590797735,0.07197616222743694
135,13.72,0,13.72,0.9766081871345029,0.0,0.260233918128655,0.008870776688265015,0.1297869578554357,0,13.72,0.9707602339181286,0.0,0.347953216374269,0.006856914319052667,0.08569165906237666
136,7.88,0,7.88,1.0,0.0,0.05102040816326531,0.011209543251585937,0.12379178566518884,0,7.88,1.0,0.0,0.061224489795918366,0.014427473811918043,0.24099757592315768
137,10.52,0,10.52,0.9923664122137404,0.0,0.18702290076335878,0.007941536054113206,0.14898703950960746,0,10.52,0.9923664122137404,0.0,0.21374045801526717,0.009238808528369826,0.19052142007643802
138,23.2,0,23.2,0.9844559585492227,0.0,0.3005181347150259,0.007501089530991894,0.10298225884826487,0,23.2,0.9585492227979274,0.0,0.4438687392055268,0.006596843021580713,0.07707994062720507
139,15.88,0,15.88,0.9797979797979798,0.0,0.10101010101010101,0.006592407085650721,0.11053676237261047,0,15.88,0.9797979797979798,0.0,0.13131313131313133,0.007952573252715443,0.09986092605021296
140,26.0,1,26.0,0.9352850539291218,0.3846153846153846,0.2295839753466872,0.007212401140935115,0.18633475393789278,0,26.0,0.9121725731895224,0.0,0.23420647149460708,0.007595404882759381,0.1961222849734736
141,6.84,0,6.84,1.0,0.0,0.0058823529411764705,0.015569374285275803,0.2900608937621338,0,6.84,1.0,0.0,0.011764705882352941,0.010962824379861975,0.19524749291295532
